ACN,Party1_Role,Party2_Role,objective_summary,label
1755142,Flight Attendant,Other,"The incident occurred during a flight when a passenger refused to wear a face mask despite being requested to do so by the flight attendant and another crew member. The passenger initially boarded the aircraft wearing a mask but removed it during the flight. The flight attendant reminded the passenger that wearing a face mask was part of the safety protocols in place due to the ongoing global pandemic. The passenger stated that she could not wear the mask for an extended period. The flight attendant emphasized the importance of compliance for the safety and well-being of all passengers and crew. The passenger continued to refuse, citing discomfort. The flight attendant suggested that a medical exemption would require a medical clearance from a doctor and a negative COVID-19 test within 72 hours of the flight. Despite these efforts, the passenger did not comply, resulting in the flight attendant having to repeatedly attend to her requests for assistance.",health and medical issues
1756365,Flight Attendant,Other,"The incident occurred when a mother and her X-year-old child boarded the aircraft without the child wearing a mask. Despite the gate agents informing the mother that the child needed to wear a mask, the child refused, and the mother was unable to comply due to the child's distress. The flight attendant attempted to resolve the situation by offering a cookie to the child and moving the mother and child to a different seat to minimize discomfort for other passengers. The mother, who appeared stressed and emotional, was empathized with by the flight attendant, who acknowledged the challenges of the situation. The flight attendant also questioned the enforceability of mask policies for young children, especially those who may have disabilities. The situation was ultimately resolved without further action, as the mother and child were reseated away from other passengers, and the flight attendant sought guidance from the captain and duty officer. The flight attendant proposed the need for a more flexible mask policy for children, particularly those with disabilities.",health and medical issues
1759478,Flight Attendant,Ground Personnel,"The incident involved a passenger who appeared intoxicated during boarding, as reported by the flight attendant. Despite initial observations suggesting the passenger was not intoxicated, the effects of alcohol became noticeable enroute, leading to non-compliance with safety protocols, including mask requirements. The flight attendant contacted customer service, who met the aircraft upon arrival and removed the passenger without further issues. The cause of the incident was attributed to the delayed effects of alcohol on the passenger. The proposed solution is to remove any passenger appearing intoxicated, regardless of initial assessments.",health and medical issues
1760736,Flight Attendant,Other,"During a pre-takeoff safety check, the flight attendant (Party1) noticed a child seat positioned directly behind the exit row. While conducting her duties, she was occupied with greeting passengers and ensuring that those seated in the exit row were willing to assume the responsibilities of that seat. A passenger in the exit row exhibited hearing difficulties, as she was unable to respond to the flight attendant's instructions. The passenger explained that her ears were blocked due to a prior landing, leading to congestion but not indicating that she was sick. The flight attendant attempted to reseat the passenger in accordance with safety protocols, but a gentleman seated nearby objected, claiming the passenger was sick and should not be on the plane. The passenger denied being sick, though her congestion raised concerns about potential COVID-19 symptoms. The flight attendant consulted with the captain and operations, who advised her that if the passenger was not explicitly sick or exhibiting COVID-19 symptoms, she could remain on the plane. The flight attendant proceeded with reseating the passenger and securing the forward cabin. The incident was resolved after the flight attendant successfully completed the seat change and informed the captain that the exit row was briefed and the forward cabin was secure. The flight attendant did not hear a public address (PA) confirming the aft cabin was secure but ultimately ensured the situation was managed.",health and medical issues
1760902,Flight Attendant,Other,"The incident occurred during a flight when a passenger expressed discomfort due to sitting next to another passenger and refused to wear a face mask, citing asthma. The flight attendant addressed this by explaining the mask requirement, while the adjacent passenger indicated she was comfortable with the seating arrangement. The attendant assisted with storing luggage, but the passenger became confrontational, initially refusing to comply. The attendant contacted customer service, who intervened and facilitated compliance. However, the passenger remained disruptive, attempting to remove his mask and cutting off the adjacent passenger upon deplaning without it. The situation was resolved with customer service assistance, but the passenger's non-compliance persisted post-landing.",health and medical issues
1761688,Flight Attendant,Flight Crew,"During the descent into DFW, a wheelchair passenger (Passenger A) used the forward lavatory. Flight Attendants (FAs) repeatedly instructed her to return to her seat as landing approached, but she was unable to do so in time. With landing imminent, the decision was made for her to remain in the lavatory for safety. The flight landed safely, and the passenger exited the lavatory on her own, apologizing and explaining that she had been getting sick. The Captain was informed, and he emphasized the need for documentation. The incident was resolved without further complications, with the flight attendants ensuring the passenger's well-being and compliance with safety protocols.",health and medical issues
1762188,Flight Crew,Flight Attendant,"The incident involved a Flight Attendant who worked despite being unwell, having symptoms like back pain, weakness, headaches, and nausea, which were later diagnosed as COVID-19. The Flight Attendant failed to inform the Pilot in Command (PIC) and the First Officer about her condition, leading to her working while sick. As a result, the PIC became ill with chest congestion and a cough after the trip. The Flight Attendant had been misdiagnosed with a sinus infection before the trip. The PIC emphasized the need for crew members to communicate any health issues and not work if unfit, to prevent compromising safety protocols and crew health. The outcome highlighted the importance of adhering to safety guidelines to protect passengers and crew.",health and medical issues
1762281,Flight Attendant,Other,"The incident involved a conflict between a flight attendant and other parties, likely passengers, during a flight. The flight attendant reported that the majority of passengers were not complying with the face mask policy, as 95% had their masks removed while the attendant was collecting trash and providing food and beverage service. Passengers were observed talking, eating, and requesting items without their masks on, despite numerous announcements reminding them to wear masks during service. The flight attendant highlighted that enforcing safety guidelines, such as maintaining a 6-foot distance and ensuring mask compliance, was challenging and often impossible during food and beverage service. The attendant expressed concerns about prioritizing passenger comfort and convenience over safety, emphasizing the need to protect front-line employees during the COVID-19 pandemic. The reported incident underscores the risks faced by flight attendants when balancing service duties with safety protocols. A proposed solution, as implied by the flight attendant, is to prioritize employee safety over food and beverage service, aligning with established safety guidelines.",health and medical issues
1762602,Flight Attendant,Other,"The incident occurred when a passenger boarded a flight with a face mask that did not fully cover her nose, despite the requirement. The flight attendant (FA) repeatedly asked the passenger to adjust the mask, but she refused, citing a medical exemption and arguing the policy was excessive. The FA informed an operations agent, and since the passenger eventually complied, she was allowed to stay. However, during the flight, the passenger frequently moved the mask below her nose. The flight crew decided to involve a Supervisor upon arrival in ZZZ, but the Captain failed to initiate this. The passenger's behavior was intimidating and non-compliant with safety regulations, prompting a proposed solution of having a Supervisor address the situation, though this was not executed.",health and medical issues
1764941,Flight Attendant,Other,"The incident involved a flight attendant (Party1) and a passenger (Party2) on a flight. The passenger, who boarded late, had a history of being denied boarding for three days due to lack of sleep and hunger. On the flight day, he was permitted to board after claiming he was rested. The flight attendant noted his non-compliance with the face mask policy, requiring multiple reminders. Additionally, the passenger moved seats twice: first to the exit row during taxiing and again after takeoff, where he remained without proper briefing. The flight attendant had to intervene each time, successfully moving him back. The passenger also seemed mentally fatigued, often removing his mask unintentionally. Upon arrival, the flight attendant informed the gate agent but did not fully communicate the issues. She suggested that the passenger's family should have been contacted due to his apparent unfit state to fly alone. The flight continued without major disruption, but concerns about his fitness to fly alone were raised.",health and medical issues
1767894,Flight Attendant,Other,"The incident involved a flight attendant (Party1) and a passenger (Party2). The passenger, a young man with a chronic cough and asthma, was seated in seat X6 without a mask. His father was also present. The attendant requested the passenger to wear a mask per policy, explaining that the father cited asthma as a reason. The father mentioned the inhaler was in the overhead bin but declined help retrieving it. Twenty minutes later, the attendant noticed the passenger still wasn't wearing a mask and asked again. The passenger became agitated, asked for the attendant's name, and threatened to write a disparaging letter. Despite the attendant's reminders, the passenger remained unmasked throughout the flight. The attendant reported the incident, noting no policy exceptions for unmasked passengers over 2 years old. The outcome was the passenger's non-compliance and the attendant's report.",health and medical issues
1767981,Flight Attendant,Other,"The incident occurred during a flight with numerous passengers, primarily in large groups or families. During boarding, passengers initially complied with the mask policy, but as the flight progressed, many, especially children, did not adhere to the guidelines. The flight attendant repeatedly reminded passengers to wear masks and socially distance, reseating those who felt unsafe. Despite interventions by the purser, non-compliance persisted, raising concerns about potential COVID-19 exposure. The flight's location over the ocean precluded immediate removal of non-compliant passengers. The flight attendant felt they had followed guidelines but expressed concerns about the high risk posed by widespread non-compliance.",health and medical issues
1778586,Flight Attendant,Other,"The incident occurred during a flight on Aircraft X from ZZZ to ZZZ1. A passenger seated in seat XX4 was observed wearing a face mask improperly, below his nose and between his lips. The flight attendant repeatedly instructed the passenger to adjust the mask correctly, doing so four times during the flight. The passenger refused each time, even after being offered a company-approved surgical mask. Additionally, the passenger and his wife coughed throughout the flight without covering their coughs, drawing the attention of other passengers and causing concern among them. The flight attendant reported the incident, and no further solution was proposed beyond the verbal reminders.",health and medical issues
1778792,Flight Attendant,Flight Attendant,"On a flight involving Aircraft X ZZZ-ZZZ1, a conflict arose between two flight attendants. The first flight attendant noticed their colleague, the second flight attendant, displaying symptoms of severe illness, including persistent coughing, sneezing, shortness of breath, weakness, and excessive sweating. The second flight attendant also struggled with tasks such as moving the beverage cart and repeatedly placed used gloves on the galley counter. Additionally, the second flight attendant was observed not wearing a face mask, particularly when coughing, despite being reminded by the first flight attendant to affix an orange strap at door 2R during descent. The first flight attendant expressed genuine concern for their colleague's health and well-being, feeling uncomfortable flying with someone who appeared so unwell. The incident was reported as a result.",health and medical issues
1780389,Flight Attendant,Flight Attendant,"A flight attendant reported a potential violation of Federal Aviation Regulations (FAR) due to insufficient crew during a crew change while passengers were onboard. The incident occurred when a flight attendant, Party1, was unsure whether the minimum number of flight attendants was present before leaving the aircraft. During the crew change, confusion arose as to who was on the plane, with only one outbound crew member present despite having through passengers. This uncertainty led to a possible FAR violation. The contributing factor was Party1's long-term COVID-19 symptoms, including brain fog and fatigue, which may have affected their ability to ensure compliance. To address this, the solution proposed is to verify the number of outbound crew members before leaving the aircraft, ensuring adherence to safety regulations.",health and medical issues
1667046,Flight Attendant,Flight Crew,"The incident involved a communication breakdown between a flight attendant and the flight crew of a B737 aircraft, triggered by the presence of a passenger with a highly contagious disease. The flight attendant was informed by another crew member about the passenger, who had pre-boarded and requested that her seat be cleaned with Clorox after deplaning. Upon speaking with the passenger, the flight attendant learned that the individual had a contagious illness, which could be transmitted through contact but was not airborne. Despite the turbulence and being on final descent, the flight attendant contacted the cockpit, informing them of the situation. The cockpit, occupied by the captain, was unable to communicate at that time but was advised to have a supervisor meet the plane at the gate. The passenger was not in distress and did not require immediate medical attention, so the flight attendant did not call for emergency services. Upon landing, chaos erupted at the gate. Operations staff opened the door, allowing the flight attendant to deplane, but then locked the jet bridge, preventing other passengers from exiting. The captain attempted to enter the jet bridge, and the flight attendant was forced to open the door for him. The flight attendant was instructed to make an announcement asking passengers to remain on the plane, while supervisors gathered to collect information and inform the parents of an unaccompanied minor (UM) about potential exposure. The flight attendant worked to prevent the UM and other passengers in the affected row from deplaning, as requested by supervisors. Once cleared, passengers, including the UM, were allowed to exit, with the flight attendant collecting the ill passenger's information. After everyone had deplaned, the flight attendant assisted the ill passenger off the aircraft, cleaned the affected row with onboard disinfectant, and continued her duties, including coordinating with the inflight supervisor, the captain, and the outbound crew. The incident highlighted a breakdown in communication post-landing, as the captain did not contact the cabin crew to clarify the situation, leading to confusion and the subsequent lockdown. The flight attendant expressed frustration with the lack of communication and the resulting delays, suggesting that a coordinated approach could have been achieved if the captain had communicated with the cabin crew after landing. The proposed solution was for the captain to contact the cabin crew post-landing to avoid the lockdown and develop a unified plan. The flight attendant emphasized the importance of clear communication and collaboration among all crew members, regardless of their role.",health and medical issues
1608871,Flight Attendant,Flight Attendant,"The incident involved a flight attendant who encountered a passenger emitting the odor of marijuana. The passenger admitted to smoking marijuana throughout the day and refused to comply with instructions to move to the mid to aft cabin. Flight attendants noticed the passenger's behavior, including his glossy eyes and loud demeanor, and expressed concerns about his condition. They debated whether he should be removed from the overwing window exit seat due to safety concerns. The flight deck was informed but did not provide a verbal response. The A Flight Attendant deemed the passenger acceptable, while others, including the B and C Flight Attendants, disagreed, noting the passenger's behavior and the potential risks of marijuana use. The situation highlighted the need for clarification in the Flight Attendant Manual regarding the definition of ""intoxicated"" to include substances like marijuana, despite its legal status in some states. The crew's handling of the situation and the adequacy of their judgment were questioned.",health and medical issues
1585342,Flight Crew,Flight Attendant,"An incident occurred during the descent of a flight, 100 miles north of the destination, where the flight crew encountered embedded thunderstorms with zero visibility. The flight crew deviated around a small thunderstorm cell, resulting in a sudden jolt of moderate turbulence. The cabin crew, including flight attendants B and C, were in the rear galley and were injured during the turbulence, sustaining back and shoulder strains, with FA C also receiving a minor hand injury. The incident was primarily due to the captain's failure to warn the cabin crew about the impending moderate turbulence, particularly considering the increased turbulence effects in the aft section of the aircraft. The flight crew descended through solid cirrus clouds, encountering light turbulence and using weather radar. Encountered a thunderstorm cell, leading to deviation and moderate turbulence. Cabin crew, assisting an ill passenger, were injured during the turbulence. Post-incident confusion at the gate hindered immediate communication with the cabin crew. The cabin crew sustained injuries, and the captain realized the need for improved communication regarding turbulence warnings and post-incident checks. Enhance communication with the cabin crew about upcoming turbulence and use the intercom to ensure their well-being after such events. The incident highlights the importance of timely warnings and effective communication to ensure the safety and well-being of the cabin crew during turbulent conditions.",health and medical issues
1486218,Flight Attendant,Flight Crew,"The incident involved a conflict between a Flight Attendant (Party1) and the Flight Crew/Ground Personnel (Party2) regarding the shutdown of a B737 aircraft during layovers. The Flight Attendant reported that the aircraft was shut down on multiple occasions before all passengers had deplaned, resulting in the cabin crew losing communication capabilities (interphone and PA systems), leaving them reliant on a megaphone. Additionally, the cabin temperature rose rapidly due to the cessation of airflow, posing a health and safety risk to passengers still on board. The Flight Attendant suggested that the aircraft should not be shut down until all passengers have deplaned to address these safety concerns.",health and medical issues
1505311,Flight Attendant,Ground Personnel,"The incident involved a flight attendant (Party1) and ground personnel (Party2) during aircraft operations. The flight attendant opened the 1L door of a 737 aircraft in the armed position after receiving a thumbs-up signal from the station agent. This caused the slide pack to dislodge and partially deploy. The flight attendant immediately grabbed the door to prevent further deployment, instructed the agent to step back, and informed the captain. The captain assumed control, ensuring passenger safety, communicating the situation to passengers, and coordinating with maintenance. The slide pack was eventually removed, and passengers were safely deplaned. The incident was attributed to the flight attendant's failure to follow proper disarm procedures, including the monitor and challenge protocol, due to physical and mental fatigue, discomfort, and distractions from prior incidents during the day. The flight attendant acknowledged the lapse in focus and expressed intent to adhere strictly to procedures in the future. No injuries were reported, and the situation was resolved without further complications.",health and medical issues
1397805,Other,Flight Attendant,"The incident occurred on a B777 flight with an elderly passenger, Ms. X, who suffers from dementia and has limited vision. Due to her confusion and anxiety, Ms. X became agitated and unresponsive, expressing a desire to exit the aircraft. The cabin crew, including an interpreter, attempted to assist her, but she remained uncooperative. The Captain intervened, consulted with a physician and nurse on board, and decided to let her stand in the aisle to calm down. When her agitation worsened, the crew helped her sit down with medical assistance, and she was restrained upon landing by paramedics. The flight continued without diversion, as the medical team assured the Captain they could manage the situation. The incident was deemed a medical issue rather than a security threat.",health and medical issues
1436626,Flight Attendant,Party1 Flight Crew,"The incident involved a Boeing 777 flight crew facing multiple challenges, including technical issues with software and hardware, miscommunication, and crew fatigue. The Captain encountered difficulties declaring fit for duty and discrepancies in the flight plan, leading to further complications with the FMC and ACARS. Despite efforts to resolve these issues, communication breakdowns and unresolved technical problems exacerbated the situation. Crew fatigue reached a critical point, prompting the First Officer to call it off. Ultimately, the flight was canceled to ensure safety and compliance with regulations. The summary highlights the need for improved communication and potential updates to the MEL documentation.",health and medical issues
1330134,Flight Crew,Flight Attendant,"The flight crew departed from MDPP without prior knowledge of 20-25 ill passengers on board, who were experiencing symptoms such as vomiting and diarrhea. After receiving an initial report of a vomiting passenger, the crew briefly considered returning to the gate but proceeded after the passenger was reported feeling better. Approximately an hour and 20 minutes into the flight, the crew discovered that many passengers were unwell. With limited communication and options, they requested a direct flight to their destination and CDC evaluation. The flight was diverted, landed visually, and parked offsite for CDC evaluation. After assessing the sickest passengers, the CDC cleared the flight to proceed to the gate. The crew successfully diverted the flight and collaborated with the CDC to manage the situation, ensuring safe continuation of the journey.",health and medical issues
1341936,Flight Attendant,Flight Attendant,"The incident occurred on an A321 flight where a flight attendant, Party 1, arrived late, was not in uniform, and exhibited signs of illness, including a migraine and a strong odor. Despite concerns raised by the other flight attendant and crew about her inability to work, no action was taken to remove her from the flight. During the boarding process, the crew was rushed, and after takeoff, Party 1 became severely ill, vomiting in the cockpit, which increased the workload on the remaining crew. The failure to address the situation led to operational challenges and highlighted the need for crew empowerment to handle such incidents, ensuring both passenger safety and crew well-being are prioritized.",health and medical issues
1388303,Flight Attendant,Flight Attendant,"The incident occurred during a flight when a passenger in seat 12B, diagnosed with lung cancer, used a personal oxygen bottle not listed on the manifest. The flight attendant, initially unaware, was informed by the passenger's girlfriend that TSA had permitted the bottle. Upon realizing the bottle's presence, the flight attendant retrieved an onboard portable oxygen bottle, instructed the passenger to turn off his personal device, and notified the cockpit. The flight attendant emphasized the importance of verifying oxygen device usage and being vigilant during boarding to prevent similar occurrences. The result was the passenger switching to the provided onboard bottle.",health and medical issues
1274044,Flight Attendant,Ground Personnel,"The incident originated from concerns raised by the flight attendant regarding a female passenger's medical condition, which included bandaged head injuries, facial swelling, and possible medication use. The passenger's husband insisted she could perform emergency exit duties, despite her unresponsive nature to relevant questions. The flight attendant sought to reseat the passenger from an exit row due to her medical state. The Customer Service Representative (CSR) initially resisted this request. After consultation with the purser and supervisor, the passengers were reseated. Post-takeoff, the female passenger experienced a medical emergency, leading to an in-flight call for medical assistance. An emergency room doctor and other medical personnel assessed her condition, diagnosed a possible seizure or clot, and recommended a diversion. The flight was diverted to Airport ZZZ, where the passenger was removed by EMTs and taken to the hospital. The flight resumed its journey after the incident was resolved.",health and medical issues
1206773,Flight Crew,Flight Attendant,"An EMB-145 flight attendant experienced a serious medical condition during the flight, exhibiting symptoms such as a severe headache and weakness. Passengers noticed her distress and informed the flight crew, leading the captain to declare an emergency and divert to a nearby airport. Upon landing, paramedics provided assistance, and after persuasion, the flight attendant agreed to seek medical evaluation at the hospital. The incident concluded with the flight attendant receiving treatment and the crew coordinating with ground staff to accommodate passengers.",health and medical issues
1215213,Flight Crew,Party1 Flight Attendant,"The incident involved an EMB-145 aircraft operated by a flight crew from ZZZ to ZZZ1 and back. During the deadhead trip, the crew heard a squeal in the cabin and reported it to maintenance. Maintenance requested the crew to start engines with the cabin door closed and proceeded to manually pressurize the cabin to 3.0 psi without informing the crew. This resulted in uncomfortable ear pressure for the crew and the flight attendant, who has a hearing impairment, leading to her removal by a doctor. The root cause was the maintenance team's failure to brief the crew, lack of a checklist, and reliance on verbal procedures. The captain later discovered that the procedure followed wasn't the standard one, and this wasn't the first such incident, highlighting potential dangers of verbal communication in extreme environments. The proposed solutions include establishing written company procedures for maintenance and crew assistance, and consulting medical experts for safer pressurization standards. The outcome emphasized the need for clear communication and standardized procedures to prevent future incidents.",health and medical issues
1331524,Flight Attendant,Flight Attendant,"The incident involved a weather-related diversion of an MD-80 flight, causing a three-hour ground delay. During the delay, flight attendants managed medical situations, including a passenger experiencing nausea and a claustrophobic episode, while also addressing passenger unrest. Despite challenges with cabin service and communication, the crew eventually re-boarded the aircraft and proceeded to the original destination, ensuring a safe arrival. The flight attendants coordinated with ground staff for hotel arrangements, concluding a taxing day with fatigue.",health and medical issues
1163132,Flight Attendant,Ground Personnel,"The incident involved a flight attendant who experienced illness after exposure to cleaning chemicals with strong fumes used by ground personnel. The flight attendant encountered the odor during preflight and when emptying trash, leading to dizziness, blurred vision, nausea, dry heaves, and vomiting. Despite measures like drinking water and resting, symptoms persisted, prompting notifications to the domicile, supervisor, and union. The union noted previous attempts to halt the practice, and the flight attendant remained off work two weeks later. A proposed solution was to cease using cleaner in the oven.",health and medical issues
1095337,Flight Crew,ATC,"The incident occurred shortly after takeoff when a flight attendant used an internal code (""XXXX"") to signal an emergency to the flight crew. The flight crew, unfamiliar with this code, perceived it as a serious situation such as a fire, leading them to declare an emergency and return to the departure airport. Upon landing, it was discovered that the emergency involved a passenger experiencing a heart attack, with flight attendants administering CPR. The flight crew praised the attendants' quick response but highlighted the confusion caused by the internal jargon. To prevent future misunderstandings, it was proposed to enhance training and awareness regarding the use of such codes among all crew members.",health and medical issues
980320,Flight Crew,Flight Attendant,"The incident involved a flight crew and a flight attendant responding to a passenger illness requiring medical attention during a flight in ETOPS airspace. The flight attendant initially requested Medlink assistance, and the crew arranged for a discrete HF frequency to facilitate communication. An onboard emergency room nurse evaluated the passenger, and Medlink advised continuing the flight while providing oxygen as needed. The flight attendant used a therapeutic oxygen bottle, later switching to decompression bottles and mobility bottles as the flight progressed. Despite efforts to manage oxygen levels, confusion arose regarding the naming conventions and operational restrictions of the oxygen bottles. As a result, some bottles were depleted below prescribed limits. Upon landing, the crew reviewed the oxygen usage and discovered discrepancies in the bottle levels, including the therapeutic bottle and one mobility bottle being depleted to 250 PSI. Mechanics were boarded to address the oxygen bottle write-ups and ensure compliance with safety standards. Post-incident, the crew discussed the oxygen bottle usage to clarify naming conventions and prevent future operational issues.",health and medical issues
904412,Flight Crew,Flight Attendant,"The incident involved a CRJ aircraft diverting to a nearby airport due to a female passenger experiencing a medical emergency, including vomiting and abdominal pains. The flight crew received initial reports from the cabin about the passenger's condition, followed by a request for medical assistance. The cabin crew's communication was described as panicked, with incomplete information provided during initial contacts. The flight crew prepared for the diversion, informed air traffic control (ATC), and requested emergency services at the diversion airport. The aircraft landed at ZZZ, where paramedics transported the passenger to a hospital. Following the landing, the flight crew discovered that emergency oxygen equipment had been used and was not properly serviced. The Captain expressed concern over the cabin crew's handling of the situation and their communication regarding the use of emergency equipment. Maintenance was called to service the oxygen bottle and defer the First Aid Kit, which had been used during the incident. The flight crew also reviewed the inventory of the Enhanced Emergency Medical Kit (EEMK) and found discrepancies in its contents. The flight resumed to its final destination, with no further issues reported during the remainder of the journey. The incident highlighted concerns about the cabin crew's familiarity with administrative procedures related to emergency equipment usage and their communication during critical situations.",health and medical issues
836402,Ground Personnel,Flight Attendant,"An incident occurred during a flight involving a sick passenger with the flu. After receiving pushback clearance, the Ground Personnel were informed about the passenger's condition. The passenger was visibly unwell and reported having the flu, leading to the decision to remove them from the flight. This decision was coordinated with customer service and Dispatch. Upon landing, the Flight Attendant discovered that she had failed to re-arm door 2L due to distractions caused by the passenger removal process. This oversight posed a risk in the event of an evacuation. The incident highlighted the potential consequences of not adequately screening passengers for health risks, particularly concerning contagious illnesses like influenza. A quick passenger screening process was suggested to prevent similar incidents in the future.",health and medical issues
