ACN,Party1_Role,Party2_Role,objective_summary,label
1793055,Flight Attendant,Other,"The incident involved aircraft cleaners in ZZZ not adhering to established policies. They boarded the aircraft before all passengers had deplaned and entered the forward galley during the deplaning process, obstructing passenger flow and creating safety hazards. The cleaners insisted that flight attendants vacate the galley, claiming operational instructions. This led to safety concerns, including trip hazards from cleaning bags left on the floor. A flight attendant tripped over a gray cleaning tote, falling into the bulkhead. The flight attendant reported that cleaners were not following social distancing policies. A solution was proposed: cleaners should wait until all passengers have deplaned before boarding and avoid entering the galley while passengers are present.",safety related
1794733,Flight Attendant,Other,"The incident involved a flight attendant (FA) who failed to conduct an exit row safety briefing during the first leg of a flight due to a lapse in memory. The FA, who had been on extended leave for over a year due to COVID-19-related schedule reductions, attributed the oversight to the disruption of routine caused by the extended absence. The mistake was discovered during the boarding process of the second flight, when the FA was about to conduct the exit row briefing and realized the omission. To prevent recurrence, the FA proposed refreshing their memory and reviewing the work manual to ensure adherence to flight duties. The incident was reported as a safety concern.",safety related
1795437,Flight Attendant,Flight Crew,The incident involved a conflict between a Flight Attendant and the Flight Crew. The Flight Attendant reported that the Captain refused to provide a crew briefing after the attendant requested to maintain social distancing during the briefing. The Captain instructed the attendant to move to the back of the aircraft if they were uncomfortable with the proximity. The Flight Attendant expressed concerns that withholding the briefing could compromise crew and passenger safety. A suggestion was made for the Captain to brief the crew individually when possible.,safety related
1803987,Flight Crew,Flight Attendant,"The incident occurred during a flight when the First Officer (FO) and Captain (CA) were both absent from the cockpit, leaving the aircraft uncontrolled. The First Officer had informed the Captain of the need to use the lavatory, and the flight attendants (FAs) were expected to manage the cockpit exchange. However, during the crew swap, the flight deck door was opened, and the Captain entered the cockpit while no pilot was seated at the controls. Simultaneously, the A FA was in the process of moving from the FO's seat to the Captain's seat, creating a dangerous situation. The FO returned to the cockpit, retook control, and addressed the unsafe procedure with the Captain. The B FA also expressed concerns about the improper exchange. The incident was reported to the Pilot Union Professional Standards, and the FO used it as a teaching moment to emphasize the importance of proper cockpit procedures. The event highlights a critical lapse in safety protocols and underscores the need for adherence to established procedures.",safety related
1805938,Flight Crew,Flight Attendant,"The incident occurred when a Flight Attendant interrupted the sterile cockpit procedure during landing rollout to inform the flight crew about a passenger not complying with the mask policy. This action was contrary to established safety protocols, which reserve cockpit intercom use for emergencies. The flight crew, accustomed to associating such chimes with critical issues, were distracted, potentially compromising safety. The result was a report from the Captain. To address this, guidelines were reissued to clarify acceptable scenarios for cockpit communication during landing, emphasizing the importance of adhering to sterile procedures.",safety related
1809981,Flight Crew,Flight Attendant,"An incident occurred involving the flight crew and flight attendant of an air carrier, where deviations from standard practices led to the omission of a critical checklist. The delay, initially caused by weather in ZZZ, was exacerbated by distractions such as a ramp agent addressing a passenger's mask issue and a faulty headset. These distractions caused both the flight crew and attendant to overlook the completion of the ""before start checklist below the line"" prior to pushback. The crew, attempting to expedite procedures to minimize further delay, was overwhelmed by external distractions, leading to the missed checklist. This omission was only realized after pushback had commenced. The incident resulted in a deviation from standard operating procedures, highlighting the risks of rushing and not prioritizing tasks effectively. Both parties recognized the importance of establishing clear priorities and managing distractions to prevent such omissions. They resolved to improve task management and ensure adherence to checklist protocols in future operations, emphasizing the need for careful prioritization and boundary management to avoid similar incidents.",safety related
1810536,Flight Attendant,Flight Crew,"The incident involved a conflict between a Flight Attendant (FA) and the flight crew due to the FA's hostile behavior toward the pilots, which created an uncomfortable and distressing work environment. On 5/X/21, it was decided to replace the FA for the flight on 5/Y/21, but the replacement was not communicated clearly to the crew. Initially, the crew believed the FA would deadhead (ride without working), but upon discovering she was to work the flight, they were relieved. However, the FA's previous hostile behavior toward the pilots caused the crew significant discomfort, especially after she reappeared on the flight without prior notification. On the day of departure, the crew was shocked to find the FA back on the trip, leading to an awkward and tense atmosphere. The Captain supported removing the FA but faced the dilemma of proceeding with the flight. The company's decision to keep the FA on the flight despite her disruptive behavior created an unhealthy work environment, leaving the crew nervous and unsure about the flight's safety. The flight was completed, but the situation highlighted the need for better communication and conflict resolution. The proposed solution was to honor the initial decision to replace the FA, ensuring a safer and more comfortable work environment for the crew.",safety related
1819490,Flight Attendant,Ground Personnel,"A conflict occurred between a flight attendant and ground personnel concerning a passenger's carry-on smart bags with non-removable batteries. Passengers, traveling from ZZZ to ZZZ1, boarded an aircraft with the bags through the aft door. The flight attendant indicated the bags were too large for the overhead bins. The passengers claimed they were permitted to carry them onboard. Efforts to accommodate them were made, but the gate agent insisted the bags be checked due to safety regulations. As a result, the passengers were deplaned with their bags. The flight attendant noted the passengers had been on a previous flight but didn't observe them boarding with the bags earlier. No solution was proposed during the incident.",safety related
1834448,Flight Crew,Flight Attendant,"The incident involved a discrepancy in the documentation of cabin safety items within the operating manual. A Flight Crew member discovered a deferred cabin item listed in the maintenance logbook under the ""FA (Flight Attendant) Crew Panel"" and attempted to locate relevant information in the operating manuals. Upon reviewing the manuals, it was identified that cabin safety items, such as water shutoff valves, IFE equipment, and ovens, were not included. The Flight Crew member highlighted that these items are critical for flight safety and should be added to the operating manuals immediately. No response or opposing viewpoint was provided by the Flight Attendant. The proposed solution was to update the operating manuals to include the necessary cabin safety items.",safety related
1736305,Flight Attendant,Flight Attendant,"The incident was triggered by a medical situation involving a sick passenger on board a flight from ZZZ to ZZZ1. The flight attendants encountered a vomit episode in the forward lavatory, attributed to a national health concern, and promptly alerted the captain. They maintained effective communication with the flight deck, ensuring the situation was managed with care. The crew coordinated with medical services,Dispatch, and Station Ops, leading to the decision to allow passengers to deplane after the aircraft was cleaned. Additionally, the attendants comforted a passenger whose mother was gravely ill. The flight attendants successfully managed the medical incident, ensuring passenger safety and comfort. Passengers were permitted to deplane post-cleaning, adhering to safety protocols amidst the pandemic, thus resolving the situation effectively.",safety related
1739626,Flight Crew,Flight Attendant,"The incident involved an ERJ145 aircraft during its morning flight. The captain released the parking brake but failed to re-engage it, causing the aircraft to move on the ramp after the engines were started. The first officer, noticing the movement, applied both the brakes and the parking brake, resulting in an abrupt stop. A flight attendant sustained injuries from the sudden stop, including whiplash and bruising. The primary causes of the incident were the captain's oversight in not re-engaging the parking brake after releasing it and the first officer's overreaction to the aircraft's movement. The captain acknowledged a lapse in vigilance during ramp operations without proper communication from ground staff and attributed the first officer's actions to his recent completion of initial operating experience (IOE), indicating a lack of line operation experience. The captain learned the importance of being more vigilant when taxiing without a tug and emphasized the need to address ramp operation threats during pre-flight briefings. Additionally, the incident highlighted the importance of effective crew resource management (CRM) and clear communication to prevent similar occurrences.",safety related
1740938,Flight Attendant,Other,"The flight attendant was demonstrating the oxygen mask use during the safety briefing while wearing her own face mask, which could have led passengers to misunderstand the correct procedure. The cause was her misinterpretation of face mask policies, believing she needed to wear it throughout without exceptions. To address this, she plans to enhance her situational awareness and remove her mask during the demonstration to ensure accurate instruction.",safety related
1741944,Flight Attendant,Ground Personnel,"The incident occurred when a flight attendant observed two policy violations during the flight. First, catering personnel were not wearing masks, which contravened company health and safety protocols. Second, a non-revenue pilot was initially non-compliant with mask-wearing requirements. The flight attendant addressed the pilot, who initially refused but complied temporarily. Upon the attendant leaving, the pilot removed his mask again. The Purser intervened, reminding the pilot to wear his mask, to which he finally complied. The catering issue was reported but not resolved during the flight. The result was the pilot's compliance after two reminders, while the catering staff's non-compliance was noted but addressed through reporting.",safety related
1744573,Flight Attendant,Flight Attendant,"The incident involved two flight attendants on board a flight. Flight Attendant 1 reported that Flight Attendant 2 refused to wear a mask during boarding and throughout the flight. Flight Attendant 1 expressed concern over the risk to passengers' and crew's health due to non-compliance with mask requirements. Flight Attendant 1 also highlighted the discomfort caused by the situation and the potential for conflict between crew members. To address the issue, Flight Attendant 1 suggested that masks should be mandated for all crew members unless there was a medical reason for exemption. The reported incident emphasized the importance of prioritizing health and safety measures to prevent further risks to the cabin environment and crew relations.",safety related
1748563,Flight Attendant,Maintenance,"The incident involved a communication breakdown between a flight attendant and a maintenance technician regarding the accessibility of survival kit lanyards on an Airbus A320 aircraft. During pre-flight safety checks, the flight attendant discovered that the lanyards were not visible or accessible. The flight attendant notified the purser and spoke to the maintenance technician, who initially stated that only the 757 model had the lanyards and that the A320, being an overwater-equipped aircraft, did not require them. However, the technician later found the lanyards under the slide pack, which was not visible or accessible in a water emergency. The incident resulted in the survival kit lanyards being inaccessible, and the flight attendant highlighted the need for a different installation method to ensure visibility and accessibility.",safety related
1748573,Flight Attendant,Other,"The incident occurred when a Flight Attendant rearranged passengers to comply with COVID-19 guidelines, which led to a rapid sequence of events. During this process, the Flight Attendant failed to brief the emergency exit rows before the cabin door was closed, despite being reminded to do so. As a result, the briefing took place after the door was closed but before the safety demonstration, potentially deviating from standard procedures. The outcome highlighted the need for careful adherence to both passenger management and safety protocols during emergencies.",safety related
1748574,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant was assisting the purser with boarding procedures, including welcoming passengers and distributing hand sanitizer wipes. While en route to perform her exit row verification-briefing, a passenger from row 10 requested to move to an open seat in the same row instead of sitting in her assigned seat. The flight attendant instructed the passenger to remain seated and approached the purser to seek approval for the seat change. After accommodating the passenger's request, the flight attendant inadvertently bypassed her exit row briefing. Later, during her pre-flight preparations, the flight attendant realized she had not completed the exit row briefing. Upon reaching 10,000 feet and being cleared to move, she promptly returned to her exit row, apologized to the passenger, and conducted the required briefing. She acknowledged that the distraction caused by accommodating the passenger led to her oversight and assured the crew of her commitment to being more diligent in the future.",safety related
1748952,Flight Attendant,Other,"During a flight, a passenger (referred to as Passenger X) did not comply with the COVID-19 mask-wearing requirements despite being instructed multiple times by crew members, including Flight Attendants B and C. After being reminded by another flight attendant (referred to as ""I""), Passenger X temporarily complied but continued to remove his mask throughout the flight. The flight attendant informed Passenger X that a supervisor would address the issue upon deplaning. Additionally, the pilots were notified to contact the supervisor to ensure the behavior did not persist on the next flight. The incident was reported by the flight attendant, and the passenger was reminded of the mask policy but did not receive immediate further action during the flight.",safety related
1749667,Flight Attendant,Other,"The incident involved a conflict between a flight attendant and a passenger regarding the passenger's refusal to wear a face mask during the flight, despite multiple reminders. Initially, the passenger complied with the request to wear a mask but repeatedly removed it, including during the safety demonstration and while the aircraft was taxiing. The flight attendant escalated the issue by informing the flight deck, leading to the decision to return the aircraft to the gate. Upon arrival, the passenger was escorted off the plane, and the remaining passengers were apologized to. The flight resumed after the incident was resolved. The solution involved the removal of the non-compliant passenger and reassurance to other passengers about safety protocols.",safety related
1751372,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant noticed an infant car seat placed in the middle of the seating area during the beverage service. The flight attendant apologized for missing the car seat during boarding and requested that it be moved to the window seat for safety reasons, as rear-facing car seats must be positioned there during takeoff, taxi, and landing. The passenger, initially cooperative, became increasingly combative during descent when the attendant repeated the request. The flight attendant emphasized the safety regulations and the importance of compliance, while the passenger expressed frustration over not being informed of the requirement prior to takeoff. Despite the conflict, the passenger eventually moved the car seat to the window as instructed. The flight attendant acknowledged the passenger's concerns but reiterated that such situations can arise despite efforts to address them during boarding. The incident was resolved with the car seat in compliance, though the passenger remained upset. The synopsis notes that the pandemic has increased stress and anxiety among passengers, potentially contributing to the tension.",safety related
1751692,Flight Attendant,Other,"During a flight, a **Flight Attendant (FA)** reported an incident involving a passenger, referred to as Passenger X, who exhibited unusual behavior. Passenger X used the restroom a total of **nine times** within a span of **1.5 to 2 hours**, which raised concerns among the crew and other passengers. Upon entering the restroom, Passenger X was heard coughing heavily, to the point of gagging, which worried two other passengers. When asked about his condition, he initially claimed it was due to allergies but later stated he was not feeling well because he had not eaten breakfast. The FA provided snack bags to all passengers and kept a close eye on Passenger X throughout the flight. Additionally, Passenger X was repeatedly reminded to wear his mask properly. The FA noted that he was reading or digging through his bags, which may have contributed to the need for mask reminders. The FA informed the Pilot-in-Command (PIC) about the situation, and the PIC requested that the FA check if there was a way to take Passenger X's temperature. Since the crew did not have a thermometer, the PIC suggested contacting a customer service agent to meet the flight. After landing, the PIC instructed the FA to ask Passenger X to remain seated until all other passengers had deplaned, so that someone could speak with him privately. Passenger X complied but was visibly unhappy and removed his mask in frustration. After noticing the FA's surprise, he quickly put the mask back on. Passenger X was the last to deplane and was met by a customer service agent at the gate. The FA later reported that Passenger X had used the forward restroom immediately after boarding the plane, adding to the total of nine restroom visits. His behavior created disturbances and safety concerns during the flight.",safety related
1752163,Flight Attendant,Maintenance,"An incident occurred when a flight attendant discovered the Emergency Locator Transmitter (ELT) in the OFF position during an equipment check, which should have been ARMED. The attendant notified the captain, who contacted Maintenance. Maintenance responded by advising the captain that the ELT could be turned on if needed, and the captain subsequently moved the switch to ARM after the attendant explained its operation. The ELT functioned correctly after a self-test. The incident raised concerns about the lack of awareness during pre-flight checks and the need for improved technical knowledge or quick reference resources among Maintenance and Flight Operations. Without the attendant's intervention, the ELT would have remained OFF, posing a potential safety risk.",safety related
1752373,Flight Attendant,Other,"The incident began when a passenger refused to wear a face mask despite being requested by a Customer Service Agent (CSA) at the gate. The CSA informed the passenger that he could not fly without a mask, to which he initially agreed but subsequently did not comply. During the flight, the passenger continued to refuse, citing reasons such as not wanting to snack, despite being reminded multiple times by the flight attendant. The flight attendant confronted the passenger at least five times, emphasized the mask policy, and informed him that he was aware of it when purchasing the ticket. The passenger and his wife argued, leading the flight attendant to inform the captain. The captain contacted ZZZ1, marking the resolution of the incident.",safety related
1752385,Flight Attendant,Other,"The incident involved a flight attendant (FA) and a passenger who refused to comply with face mask policies during a flight. The passenger initially boarded the plane without a mask but complied after being asked. The passenger was initially rowdy but did not cause significant issues until he began throwing almonds at another passenger. When asked to stop, he complied. However, throughout the flight, the passenger repeatedly removed his mask despite being asked multiple times by the flight attendant and another crew member. When the passenger attempted to argue against wearing the mask, claiming he had a test done and possibly a medical condition, the flight attendant questioned whether he had discussed this with a gate agent. The passenger responded with a threat, implying the flight attendant would not win. The flight attendant then contacted the cabin manager and informed the passenger that the mask policy was non-negotiable, leading to the passenger being met at the gate upon deplaning. After exiting the plane, the flight attendant felt unsafe due to a group of older and large men traveling with the disruptive passenger. The group boarded the same tram as the flight attendant and made loud comments about her enforcing mask policies. The flight attendant expressed a desire to feel safe and supported in her role.",safety related
1752390,Flight Attendant,Other,"The incident occurred during the boarding process of a flight. A flight attendant, referred to as Flight Attendant A, noticed a passenger in seat XB who appeared to be potentially intoxicated. She requested another flight attendant (the user) to approach the passenger and assess the situation. Upon arrival, the passenger was agitated, slurring his speech, and had a noticeable smell of alcohol. He claimed to be fine but became upset when asked if he was intoxicated, stating he had only consumed one beer and did not consider himself drunk. Flight Attendant A and the user agreed that the passenger was intoxicated and that his behavior was disruptive. Flight Attendant A informed the captain, and the passenger was subsequently removed from the flight.",safety related
1752533,Flight Crew,Flight Attendant,"An incident occurred during a flight operated by an air carrier, involving a conflict between the flight crew and a flight attendant. The flight crew, consisting of the Captain and First Officer, was preparing for departure from ZZZ to ZZZ1 under challenging weather conditions, anticipating a quick taxi. They completed their preflight checks and communicated with the flight attendants, who closed and locked the flight deck door. The crew initiated engine start and taxi procedures, conducting a before-takeoff checklist. During this process, the flight crew attempted to confirm the flight attendants' readiness but received unclear responses due to mask usage, leading to a possible misunderstanding. The crew proceeded with takeoff, which was uneventful, and the flight landed safely. Upon deplaning, a flight attendant informed the Captain about a passenger's mask noncompliance. The flight crew continued their journey without further issues. However, the following day, the flight crew was informed of their removal from the rest of the pairing due to the flight attendants not being properly seated for departure the previous day. The First Officer was unaware of any such issue until the removal was communicated. The incident stemmed from a communication障碍 due to mask usage, leading to a misunderstanding about the flight attendants' readiness. As a result, the flight crew was removed from subsequent duties.",safety related
1752685,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant encountered two passengers, seated in rows XXA and XXB, who were not wearing masks during boarding. The attendant advised them to comply with the airline's mask policy. During a later compliance check, the attendant noticed that passenger XXB had his mask improperly positioned, resting on his chin. Despite repeated requests, XXB refused to adjust his mask, becoming agitated and yelling that he couldn't breathe. The attendant explained the policy's importance for safety, and eventually, XXB complied. Later, a couple seated in rows XXC and XXD informed the attendant that they felt uncomfortable near XXB and requested a seat change. The attendant suggested row YY, and the couple expressed gratitude. However, upon the attendant's departure, XXB removed his mask again. For the remainder of the flight, XXB kept his face covered with his hands, making it difficult for the attendant to confirm proper mask usage. The couple reported feeling unsafe, and the incident concluded with XXB's continued non-compliance, leaving the couple distressed.",safety related
1753103,Flight Attendant,Other,"The incident occurred during a flight when a non-compliant passenger was reported by the flight attendant. The passenger was assigned a coach seat but had occupied a seat in the main cabin extra row. The flight attendant requested the passenger to move to an unoccupied seat a few rows back. However, the passenger responded with verbal abuse, loud obscene language, and physical threats, making the flight attendants feel unsafe. The flight attendant emphasized trusting their colleagues' judgment in passenger relations, noting that such incidents often escalate in flight. The captain suggested that the COVID-19 pandemic might have contributed to the stress and potential misunderstandings due to communication barriers caused by mask-wearing. Additionally, the captain highlighted the challenge of accommodating new, inexperienced passengers who may be unfamiliar with airline rules, proposing a video guide for new customers to watch before boarding as a potential solution. The incident was reported by the flight attendant, and the captain acknowledged the need for respect and the importance of addressing verbal and physical threats. A proposed solution included providing educational resources for new passengers to help manage expectations.",safety related
1753172,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant observed passengers removing their face masks while ordering drinks, despite an announcement requesting they keep masks on until service was completed in their row. The flight attendant utilized a menu book as a sign card for communication, encouraging passengers to point to their selections instead of removing masks. Despite this effort, passengers disregarded the announcement, leading to the flight attendant managing the situation. The proposed solution involved using the menu as a communication tool to minimize mask removal.",safety related
1753506,Flight Attendant,Other,"The incident involved a flight attendant and a deadheading pilot. The pilot, seated in the passenger section, did not wear a face mask properly throughout the flight. The flight attendant intervened, asking the pilot to comply. Initially, the pilot reacted with a concerned look but eventually put on the mask. The flight attendant expressed frustration about enforcing the policy on company employees and suggested that the pilot should be reminded of the rules and warned about potential penalties for non-compliance. A flight attendant reported an incident where a deadheading pilot did not adhere to the face mask policy. The attendant had to intervene, and the pilot complied after initially appearing concerned. The attendant highlighted their discomfort in enforcing the policy on fellow employees and proposed that the pilot be informed of the rules and potentially warned about losing benefits for non-compliance.",safety related
1753511,Flight Attendant,Other,"An incident occurred on a flight involving a flight attendant (Party1) and a mother with two young children (Party2) regarding the mandatory use of face masks. The conflict arose when the mother and her children were found not wearing face masks, despite the flight's policy requiring all passengers to do so throughout the journey. The mother initially claimed she was unaware of the mask policy and cited a medical condition as a reason for non-compliance. The flight attendant provided masks from the galley, but the mother repeatedly refused to comply, arguing that her child kept breaking the mask. The attendant explained the policy, the importance of safety, and the potential consequences of non-compliance, such as the flight being delayed. The mother also mentioned she wasn't informed at the gate, to which the attendant explained the procedure for medical exemptions. Despite these discussions, the mother continued to refuse, leading the flight attendant to inform the captain, who made a public announcement about the mask policy. The mother's resistance persisted, with her son eventually stating he found the mask enjoyable, while she loudly disagreed. The mother's refusal to comply with the mask policy led to the incident being reported. The flight completed its journey, but the mother's actions highlighted a compliance issue that the crew had to address during the flight.",safety related
1753680,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant repeatedly requested a passenger to comply with the FAA's face mask policy. Despite multiple requests, the passenger ignored the instructions and responded with hostility and inappropriate language during the third attempt. The flight attendant documented the passenger's behavior due to their refusal to follow safety regulations and their disruptive demeanor. No specific resolution was proposed in the context provided.",safety related
1753809,Flight Attendant,Other,"The incident involved a flight attendant (Party1) and two passengers (Party2) in seats XX5 and XX6. During deplaning, several passengers approached the flight attendant to report that the two passengers had been spitting, wiping saliva, phlegm, and blood over their seating area, including seats, armrests, tray tables, window, and wall. The two passengers exited the aircraft before the other passengers could notify the flight attendant. The flight attendant terminated the flight and informed Operations to request cleaners to sanitize the affected area thoroughly. The blood was smeared in an X shape on the wall, likely from a small wound. The flight attendant noted that without the passengers' notification, the extent of the contamination would have gone unnoticed, as the saliva and secretions had dried by the time she could inspect the area. The flight attendant reflected on the need for updated passenger announcements to emphasize the seriousness of such misconduct and the potential consequences. No immediate solution was proposed for the passengers' actions, but the flight attendant emphasized the importance of addressing such behavior to protect other passengers, crew, and employees.",safety related
1753811,Flight Attendant,Other,"An incident occurred involving a passenger, identified as Passenger X, who repeatedly failed to comply with the airline's face mask policy during a flight. The flight attendant (F/A B) observed Passenger X without a face mask during boarding and reminded him to wear it. Initially compliant, Passenger X later removed his mask again during the safety demonstration. The flight attendant warned him that wearing a mask was a condition for flying and reiterated this during the flight when Passenger X was observed without his mask, despite previous reminders. The flight attendant informed the pilots and considered whether to allow Passenger X to continue his journey, as he was connecting to another flight. Passenger X eventually complied after further intervention, but the flight attendant expressed concerns about existing policies and suggested the need for improved procedures to handle such situations more effectively. Passenger X's repeated non-compliance with face mask policy despite multiple reminders. Initial compliance, subsequent non-compliance, and repeated warnings by flight attendants, leading to notification of the flight deck. Passenger X complied after further intervention, but concerns about handling non-compliant passengers were raised. Enhanced policies and procedures to improve coordination between flight attendants, pilots, and station workgroups.",safety related
1754018,Flight Crew,Flight Attendant,"The incident involved a conflict between the flight crew and flight attendants regarding the safety protocols for wearing face coverings in the cockpit. Here's a concise summary: During the flight, the First Officer requested a Lavatory break. The Lead Flight Attendant insisted that no flight attendant would enter the cockpit unless the remaining pilot wore a face covering. The Captain complied but was angered, feeling it was unprecedented and unsafe. The Captain highlighted safety issues with face coverings in the cockpit, citing potential problems with oxygen masks, communication with ATC, and fogging of glasses. These concerns were particularly acute at FL400, where quick response times are critical. The use of a face covering muffled communication, leading to difficulties in contacting ATC and the Lead FA, further complicating the situation. Post-landing, the debrief with FAs became confrontational. FAs believed the Captain was violating safety protocols by not wearing a face covering and didn't understand the Captain's authority as PIC. The Captain emphasized the need for clear company policies on face coverings in the cockpit, noting that current COVID-19 guidelines don't address this specific scenario. They stressed the importance of recognizing the PIC's authority and the hazards face coverings pose in the cockpit environment. In conclusion, the incident underscored the need for improved communication, policy clarity, and understanding of safety protocols among all crew members.",safety related
