ACN,Party1_Role,Party2_Role,objective_summary,label
1791338,Flight Attendant,Flight Crew,"The incident involved a misunderstanding between a flight attendant and the flight crew regarding the cabin security process. The flight attendant was distracted by a disruptive passenger who refused to wear a mask, leading to an oversight in communication. After addressing the passenger, the flight attendant assumed the flight crew had been informed that the cabin was secure. Similarly, the flight crew believed the flight attendant had communicated the cabin's readiness. This mutual assumption resulted in the cabin not being properly secured before the safety briefing began. Approximately one minute into the briefing, the captain noticed the lack of communication and informed the flight attendant, prompting both parties to re-secure the cabin promptly. The incident was attributed to the distraction caused by the disruptive passenger and the crew's assumption that the other party had handled their respective duties. A potential solution identified was to improve communication protocols and account for habits like the pilots closing the flight deck door for warmth.",crew-related issues
1793055,Flight Attendant,Other,"The incident involved aircraft cleaners in ZZZ not adhering to established policies. They boarded the aircraft before all passengers had deplaned and entered the forward galley during the deplaning process, obstructing passenger flow and creating safety hazards. The cleaners insisted that flight attendants vacate the galley, claiming operational instructions. This led to safety concerns, including trip hazards from cleaning bags left on the floor. A flight attendant tripped over a gray cleaning tote, falling into the bulkhead. The flight attendant reported that cleaners were not following social distancing policies. A solution was proposed: cleaners should wait until all passengers have deplaned before boarding and avoid entering the galley while passengers are present.",crew-related issues
1794733,Flight Attendant,Other,"The incident involved a flight attendant (FA) who failed to conduct an exit row safety briefing during the first leg of a flight due to a lapse in memory. The FA, who had been on extended leave for over a year due to COVID-19-related schedule reductions, attributed the oversight to the disruption of routine caused by the extended absence. The mistake was discovered during the boarding process of the second flight, when the FA was about to conduct the exit row briefing and realized the omission. To prevent recurrence, the FA proposed refreshing their memory and reviewing the work manual to ensure adherence to flight duties. The incident was reported as a safety concern.",crew-related issues
1795437,Flight Attendant,Flight Crew,The incident involved a conflict between a Flight Attendant and the Flight Crew. The Flight Attendant reported that the Captain refused to provide a crew briefing after the attendant requested to maintain social distancing during the briefing. The Captain instructed the attendant to move to the back of the aircraft if they were uncomfortable with the proximity. The Flight Attendant expressed concerns that withholding the briefing could compromise crew and passenger safety. A suggestion was made for the Captain to brief the crew individually when possible.,crew-related issues
1801802,Flight Crew,Flight Attendant,"The incident began when a flight attendant reported a passenger's child resisting the face mask policy. The mother claimed the child was under two years old, exempting the child from the mask requirement. The flight attendant believed this was an attempt to avoid compliance and sought to adjust the weight and balance count. The captain, managing a busy pushback and fatigued from early morning hours, decided to maintain the current count, as the child had a designated seat, suggesting the child was over two. Later, the flight attendant realized she had miscounted the child as a passenger rather than an infant, leading her to alert the captain. She concluded the mother had falsely claimed the child's age. Reflecting on the experience, the flight attendant vowed to verify the age of children in such situations in the future. The outcome was resolved without further incident, with the flight attendant learning to ask passengers about their child's age to ensure accurate counts and compliance.",crew-related issues
1803987,Flight Crew,Flight Attendant,"The incident occurred during a flight when the First Officer (FO) and Captain (CA) were both absent from the cockpit, leaving the aircraft uncontrolled. The First Officer had informed the Captain of the need to use the lavatory, and the flight attendants (FAs) were expected to manage the cockpit exchange. However, during the crew swap, the flight deck door was opened, and the Captain entered the cockpit while no pilot was seated at the controls. Simultaneously, the A FA was in the process of moving from the FO's seat to the Captain's seat, creating a dangerous situation. The FO returned to the cockpit, retook control, and addressed the unsafe procedure with the Captain. The B FA also expressed concerns about the improper exchange. The incident was reported to the Pilot Union Professional Standards, and the FO used it as a teaching moment to emphasize the importance of proper cockpit procedures. The event highlights a critical lapse in safety protocols and underscores the need for adherence to established procedures.",crew-related issues
1805938,Flight Crew,Flight Attendant,"The incident occurred when a Flight Attendant interrupted the sterile cockpit procedure during landing rollout to inform the flight crew about a passenger not complying with the mask policy. This action was contrary to established safety protocols, which reserve cockpit intercom use for emergencies. The flight crew, accustomed to associating such chimes with critical issues, were distracted, potentially compromising safety. The result was a report from the Captain. To address this, guidelines were reissued to clarify acceptable scenarios for cockpit communication during landing, emphasizing the importance of adhering to sterile procedures.",crew-related issues
1809981,Flight Crew,Flight Attendant,"An incident occurred involving the flight crew and flight attendant of an air carrier, where deviations from standard practices led to the omission of a critical checklist. The delay, initially caused by weather in ZZZ, was exacerbated by distractions such as a ramp agent addressing a passenger's mask issue and a faulty headset. These distractions caused both the flight crew and attendant to overlook the completion of the ""before start checklist below the line"" prior to pushback. The crew, attempting to expedite procedures to minimize further delay, was overwhelmed by external distractions, leading to the missed checklist. This omission was only realized after pushback had commenced. The incident resulted in a deviation from standard operating procedures, highlighting the risks of rushing and not prioritizing tasks effectively. Both parties recognized the importance of establishing clear priorities and managing distractions to prevent such omissions. They resolved to improve task management and ensure adherence to checklist protocols in future operations, emphasizing the need for careful prioritization and boundary management to avoid similar incidents.",crew-related issues
1810536,Flight Attendant,Flight Crew,"The incident involved a conflict between a Flight Attendant (FA) and the flight crew due to the FA's hostile behavior toward the pilots, which created an uncomfortable and distressing work environment. On 5/X/21, it was decided to replace the FA for the flight on 5/Y/21, but the replacement was not communicated clearly to the crew. Initially, the crew believed the FA would deadhead (ride without working), but upon discovering she was to work the flight, they were relieved. However, the FA's previous hostile behavior toward the pilots caused the crew significant discomfort, especially after she reappeared on the flight without prior notification. On the day of departure, the crew was shocked to find the FA back on the trip, leading to an awkward and tense atmosphere. The Captain supported removing the FA but faced the dilemma of proceeding with the flight. The company's decision to keep the FA on the flight despite her disruptive behavior created an unhealthy work environment, leaving the crew nervous and unsure about the flight's safety. The flight was completed, but the situation highlighted the need for better communication and conflict resolution. The proposed solution was to honor the initial decision to replace the FA, ensuring a safer and more comfortable work environment for the crew.",crew-related issues
1834448,Flight Crew,Flight Attendant,"The incident involved a discrepancy in the documentation of cabin safety items within the operating manual. A Flight Crew member discovered a deferred cabin item listed in the maintenance logbook under the ""FA (Flight Attendant) Crew Panel"" and attempted to locate relevant information in the operating manuals. Upon reviewing the manuals, it was identified that cabin safety items, such as water shutoff valves, IFE equipment, and ovens, were not included. The Flight Crew member highlighted that these items are critical for flight safety and should be added to the operating manuals immediately. No response or opposing viewpoint was provided by the Flight Attendant. The proposed solution was to update the operating manuals to include the necessary cabin safety items.",crew-related issues
1733955,Flight Attendant,Flight Crew,"The incident arose from a maintenance issue with the R1 door warning strap, which the Flight Attendant noticed during cleaning. She reported the strap was improperly positioned and highlighted worn Velcro causing instability. Despite the First Officer and Captain dismissing her concerns initially, the Flight Attendant persisted, leading to Maintenance being called, who subsequently repaired the strap. The situation highlighted shortcomings in CRM, prompting a later discussion between the Flight Attendant and Captain, resulting in a commitment to improve communication and address such issues more effectively.",crew-related issues
1736305,Flight Attendant,Flight Attendant,"The incident was triggered by a medical situation involving a sick passenger on board a flight from ZZZ to ZZZ1. The flight attendants encountered a vomit episode in the forward lavatory, attributed to a national health concern, and promptly alerted the captain. They maintained effective communication with the flight deck, ensuring the situation was managed with care. The crew coordinated with medical services,Dispatch, and Station Ops, leading to the decision to allow passengers to deplane after the aircraft was cleaned. Additionally, the attendants comforted a passenger whose mother was gravely ill. The flight attendants successfully managed the medical incident, ensuring passenger safety and comfort. Passengers were permitted to deplane post-cleaning, adhering to safety protocols amidst the pandemic, thus resolving the situation effectively.",crew-related issues
1739626,Flight Crew,Flight Attendant,"The incident involved an ERJ145 aircraft during its morning flight. The captain released the parking brake but failed to re-engage it, causing the aircraft to move on the ramp after the engines were started. The first officer, noticing the movement, applied both the brakes and the parking brake, resulting in an abrupt stop. A flight attendant sustained injuries from the sudden stop, including whiplash and bruising. The primary causes of the incident were the captain's oversight in not re-engaging the parking brake after releasing it and the first officer's overreaction to the aircraft's movement. The captain acknowledged a lapse in vigilance during ramp operations without proper communication from ground staff and attributed the first officer's actions to his recent completion of initial operating experience (IOE), indicating a lack of line operation experience. The captain learned the importance of being more vigilant when taxiing without a tug and emphasized the need to address ramp operation threats during pre-flight briefings. Additionally, the incident highlighted the importance of effective crew resource management (CRM) and clear communication to prevent similar occurrences.",crew-related issues
1740938,Flight Attendant,Other,"The flight attendant was demonstrating the oxygen mask use during the safety briefing while wearing her own face mask, which could have led passengers to misunderstand the correct procedure. The cause was her misinterpretation of face mask policies, believing she needed to wear it throughout without exceptions. To address this, she plans to enhance her situational awareness and remove her mask during the demonstration to ensure accurate instruction.",crew-related issues
1741944,Flight Attendant,Ground Personnel,"The incident occurred when a flight attendant observed two policy violations during the flight. First, catering personnel were not wearing masks, which contravened company health and safety protocols. Second, a non-revenue pilot was initially non-compliant with mask-wearing requirements. The flight attendant addressed the pilot, who initially refused but complied temporarily. Upon the attendant leaving, the pilot removed his mask again. The Purser intervened, reminding the pilot to wear his mask, to which he finally complied. The catering issue was reported but not resolved during the flight. The result was the pilot's compliance after two reminders, while the catering staff's non-compliance was noted but addressed through reporting.",crew-related issues
1744573,Flight Attendant,Flight Attendant,"The incident involved two flight attendants on board a flight. Flight Attendant 1 reported that Flight Attendant 2 refused to wear a mask during boarding and throughout the flight. Flight Attendant 1 expressed concern over the risk to passengers' and crew's health due to non-compliance with mask requirements. Flight Attendant 1 also highlighted the discomfort caused by the situation and the potential for conflict between crew members. To address the issue, Flight Attendant 1 suggested that masks should be mandated for all crew members unless there was a medical reason for exemption. The reported incident emphasized the importance of prioritizing health and safety measures to prevent further risks to the cabin environment and crew relations.",crew-related issues
1748574,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant was assisting the purser with boarding procedures, including welcoming passengers and distributing hand sanitizer wipes. While en route to perform her exit row verification-briefing, a passenger from row 10 requested to move to an open seat in the same row instead of sitting in her assigned seat. The flight attendant instructed the passenger to remain seated and approached the purser to seek approval for the seat change. After accommodating the passenger's request, the flight attendant inadvertently bypassed her exit row briefing. Later, during her pre-flight preparations, the flight attendant realized she had not completed the exit row briefing. Upon reaching 10,000 feet and being cleared to move, she promptly returned to her exit row, apologized to the passenger, and conducted the required briefing. She acknowledged that the distraction caused by accommodating the passenger led to her oversight and assured the crew of her commitment to being more diligent in the future.",crew-related issues
1751362,Flight Attendant,Other,"The incident occurred during a flight when a passenger (Passenger X) expressed dissatisfaction with the airline's COVID-19 policies. Passenger X was upset because a passenger in front of her had removed their mask while drinking coffee, which she perceived as a violation of mask-wearing rules. The flight attendant explained that it is permitted for passengers to lower their masks while eating or drinking. Despite this explanation, Passenger X remained confused and continued to express her concerns.

The flight attendant attempted to address Passenger X's frustration by explaining that the flight was weight-restricted, which limited their ability to accommodate seat changes. The attendant also had the Customer Service Supervisor intervene to assist in resolving the situation. However, after the aircraft took off, Passenger X became upset again when two gentlemen in another row (row Y) took their seats, which had been moved at the gate. Passenger X questioned why she could not move while the gentlemen could, despite the gate staff having already adjusted their seating.

During the interaction, Passenger X raised her voice and became increasingly confrontational, citing concerns about her dying father and her fear of COVID-19 exposure. The flight attendant reassured her that the situation was being monitored and that no policy violations were occurring, but Passenger X dismissed the attendant's statements, stating she was unhelpful and demanded the attendant's name. The attendant reported the incident to the authorities at the gate upon arrival. No explicit resolution to the situation was provided in the records.",crew-related issues
1751692,Flight Attendant,Other,"During a flight, a **Flight Attendant (FA)** reported an incident involving a passenger, referred to as Passenger X, who exhibited unusual behavior. Passenger X used the restroom a total of **nine times** within a span of **1.5 to 2 hours**, which raised concerns among the crew and other passengers. Upon entering the restroom, Passenger X was heard coughing heavily, to the point of gagging, which worried two other passengers. When asked about his condition, he initially claimed it was due to allergies but later stated he was not feeling well because he had not eaten breakfast. The FA provided snack bags to all passengers and kept a close eye on Passenger X throughout the flight. Additionally, Passenger X was repeatedly reminded to wear his mask properly. The FA noted that he was reading or digging through his bags, which may have contributed to the need for mask reminders. The FA informed the Pilot-in-Command (PIC) about the situation, and the PIC requested that the FA check if there was a way to take Passenger X's temperature. Since the crew did not have a thermometer, the PIC suggested contacting a customer service agent to meet the flight. After landing, the PIC instructed the FA to ask Passenger X to remain seated until all other passengers had deplaned, so that someone could speak with him privately. Passenger X complied but was visibly unhappy and removed his mask in frustration. After noticing the FA's surprise, he quickly put the mask back on. Passenger X was the last to deplane and was met by a customer service agent at the gate. The FA later reported that Passenger X had used the forward restroom immediately after boarding the plane, adding to the total of nine restroom visits. His behavior created disturbances and safety concerns during the flight.",crew-related issues
1751900,Flight Attendant,Other,"A passenger did not wear a face mask despite being provided one by the flight attendant. The flight attendant instructed the passenger multiple times to properly wear the mask, but the passenger did not comply. After the third reminder, the flight attendant reported the incident to the flight deck.",crew-related issues
1752390,Flight Attendant,Other,"The incident occurred during the boarding process of a flight. A flight attendant, referred to as Flight Attendant A, noticed a passenger in seat XB who appeared to be potentially intoxicated. She requested another flight attendant (the user) to approach the passenger and assess the situation. Upon arrival, the passenger was agitated, slurring his speech, and had a noticeable smell of alcohol. He claimed to be fine but became upset when asked if he was intoxicated, stating he had only consumed one beer and did not consider himself drunk. Flight Attendant A and the user agreed that the passenger was intoxicated and that his behavior was disruptive. Flight Attendant A informed the captain, and the passenger was subsequently removed from the flight.",crew-related issues
1752712,Flight Attendant,Flight Attendant,"The incident occurred during a flight when one flight attendant (Party 1) chose to sit in an aft-facing jumpseat instead of their assigned seat, avoiding passenger interaction. The reporting flight attendant (Party 2) attempted to explain the importance of occupying the assigned jumpseat. After landing, when the reporter mentioned filing a report, Party 1 became upset, screaming and suggesting the reporter leave or seek medical help. Despite efforts to reason, no resolution was reached. As a result, the reporter documented the incident, and Party 1 was recommended for additional training on jumpseat protocols.",crew-related issues
1752989,Flight Attendant,Other,"The incident involved a conflict between a flight attendant and three guests seated in seats XX, XY, and XZ. The guests expressed dissatisfaction with their assigned seats, which were arranged based on social distancing and weight and balance requirements. The flight attendant attempted to address their concerns, explaining that the seating arrangement was necessary for safety reasons. Despite offering compensation for an earlier flight cancellation, the guests continued to express frustration and were described as being rude. The flight attendant reported the situation, highlighting the guests' ongoing dissatisfaction. No further resolution was documented.",crew-related issues
1753172,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant observed passengers removing their face masks while ordering drinks, despite an announcement requesting they keep masks on until service was completed in their row. The flight attendant utilized a menu book as a sign card for communication, encouraging passengers to point to their selections instead of removing masks. Despite this effort, passengers disregarded the announcement, leading to the flight attendant managing the situation. The proposed solution involved using the menu as a communication tool to minimize mask removal.",crew-related issues
1753809,Flight Attendant,Other,"The incident involved a flight attendant (Party1) and two passengers (Party2) in seats XX5 and XX6. During deplaning, several passengers approached the flight attendant to report that the two passengers had been spitting, wiping saliva, phlegm, and blood over their seating area, including seats, armrests, tray tables, window, and wall. The two passengers exited the aircraft before the other passengers could notify the flight attendant. The flight attendant terminated the flight and informed Operations to request cleaners to sanitize the affected area thoroughly. The blood was smeared in an X shape on the wall, likely from a small wound. The flight attendant noted that without the passengers' notification, the extent of the contamination would have gone unnoticed, as the saliva and secretions had dried by the time she could inspect the area. The flight attendant reflected on the need for updated passenger announcements to emphasize the seriousness of such misconduct and the potential consequences. No immediate solution was proposed for the passengers' actions, but the flight attendant emphasized the importance of addressing such behavior to protect other passengers, crew, and employees.",crew-related issues
1753811,Flight Attendant,Other,"An incident occurred involving a passenger, identified as Passenger X, who repeatedly failed to comply with the airline's face mask policy during a flight. The flight attendant (F/A B) observed Passenger X without a face mask during boarding and reminded him to wear it. Initially compliant, Passenger X later removed his mask again during the safety demonstration. The flight attendant warned him that wearing a mask was a condition for flying and reiterated this during the flight when Passenger X was observed without his mask, despite previous reminders. The flight attendant informed the pilots and considered whether to allow Passenger X to continue his journey, as he was connecting to another flight. Passenger X eventually complied after further intervention, but the flight attendant expressed concerns about existing policies and suggested the need for improved procedures to handle such situations more effectively. Passenger X's repeated non-compliance with face mask policy despite multiple reminders. Initial compliance, subsequent non-compliance, and repeated warnings by flight attendants, leading to notification of the flight deck. Passenger X complied after further intervention, but concerns about handling non-compliant passengers were raised. Enhanced policies and procedures to improve coordination between flight attendants, pilots, and station workgroups.",crew-related issues
1754018,Flight Crew,Flight Attendant,"The incident involved a conflict between the flight crew and flight attendants regarding the safety protocols for wearing face coverings in the cockpit. Here's a concise summary: During the flight, the First Officer requested a Lavatory break. The Lead Flight Attendant insisted that no flight attendant would enter the cockpit unless the remaining pilot wore a face covering. The Captain complied but was angered, feeling it was unprecedented and unsafe. The Captain highlighted safety issues with face coverings in the cockpit, citing potential problems with oxygen masks, communication with ATC, and fogging of glasses. These concerns were particularly acute at FL400, where quick response times are critical. The use of a face covering muffled communication, leading to difficulties in contacting ATC and the Lead FA, further complicating the situation. Post-landing, the debrief with FAs became confrontational. FAs believed the Captain was violating safety protocols by not wearing a face covering and didn't understand the Captain's authority as PIC. The Captain emphasized the need for clear company policies on face coverings in the cockpit, noting that current COVID-19 guidelines don't address this specific scenario. They stressed the importance of recognizing the PIC's authority and the hazards face coverings pose in the cockpit environment. In conclusion, the incident underscored the need for improved communication, policy clarity, and understanding of safety protocols among all crew members.",crew-related issues
1754082,Flight Attendant,Flight Attendant,"The incident occurred between two flight attendants (FA1 and FA2) during a flight. FA1 locked the lavatory and blocked the jumpseat area with a curtain, citing discomfort near passengers. FA2 objected, explaining that such measures were only justified for wheelchair passengers. FA1 contacted the captain, attributing the issue to FA2. Despite FA2 informing the captain, FA1 persisted. FA2 suggested that if FA1 felt unsafe, he should not be there, emphasizing the need to ensure passenger comfort. The situation remained unresolved, with no proposed solution, highlighting the conflict over passenger access and crew comfort.",crew-related issues
1754500,Flight Attendant,Other,"The incident began when a passenger moved to an exit row seat without proper briefing, leading to a series of actions that drew attention from the flight crew. The process involved the flight attendant addressing the passenger's movement, confiscating an open beer, and issuing a mask warning. The passenger's inappropriate comments were reported by other passengers post-flight. The result included confiscation of the beer, a mask warning, and subsequent reports of the passenger's behavior, with no signs of intoxication observed. The flight crew handled the situation by monitoring the passenger and ensuring compliance with safety regulations.",crew-related issues
1754702,Flight Attendant,Flight Attendant,"The incident involved a conflict between two flight attendants (FA A and FA B) during the boarding and pre-flight preparation process. The conflict arose due to discrepancies in their communication and adherence to established procedures. FA A restricted passengers from using the forward galley during boarding, causing congestion and delays. FA B attempted to manage the boarding process at the 1L door but was hindered by FA A's actions, leading to a slower boarding procedure. After boarding was underway, FA A prematurely closed the boarding door and armed the doors without ensuring all bags and overhead bins were secured. When FA C, another flight attendant, attempted to address this by making an All Call, FA A hung up the phone and failed to complete the required COVID-19/mask announcement. FA A admitted to knowing that another flight attendant would have to make the announcement, as she was not going to do so. This resulted in confusion and a potentially hazardous situation, as the flight deck door was closed, creating the impression that the cabin was ready for takeoff when it was not. The incident concluded with FA A's alleged procedural violations and communication issues being brought to light, necessitating corrective action, such as addressing the FARs and procedures she may have violated. The situation created a chaotic and unsafe environment for both passengers and crew.",crew-related issues
1755316,Flight Crew,Flight Attendant,"The incident occurred between a flight crew and a flight attendant regarding face mask policy compliance. The flight crew removed their masks upon boarding an empty aircraft, believing it unnecessary as there were no passengers. The flight attendant questioned this, insisting masks were required. The crew consulted their manual, confirming the attendant's stance, and informed her of the policy update. The flight departed on time and landed safely. The captain subsequently self-reported the non-compliance, ensuring the issue was addressed. The flight attendant's adherence to policy and the crew's corrective action ensured a smooth operation.",crew-related issues
1755878,Flight Attendant,Other,"The incident involved a flight attendant and a passenger on board a flight. During the final descent, the flight attendant noticed that the passenger in seat XX1 was not wearing a face mask, had his seatbelt unfastened, and had his seat reclined. The flight attendant politely requested compliance with the mask policy and instructed the passenger to prepare for landing by buckling his seatbelt and adjusting his seat to an upright position. The passenger refused, shaking his head, putting his fingers in his ears, and repeatedly saying, ""No, I am not going to wear my mask right now."" Despite the flight attendant's repeated requests, the passenger ignored her instructions. The passenger's flightmate intervened, urging him to comply with the seatbelt and seat position requirements. The passenger, however, continued to refuse, stating he would not wear his seatbelt and wanted to go to the bathroom. The flight attendant asked the flightmate if the passenger was okay, to which she responded, ""Yes,"" but then firmly instructed the passenger to buckle his seatbelt and adjust his seat. The passenger eventually complied with the seatbelt and seat position but verbally refused to wear the mask. The flight attendant then requested the flightmate's assistance in persuading the passenger to put on his mask, explaining that refusal to comply with the mask policy could result in the passenger being banned from flying. Despite these efforts, the passenger persisted in his refusal. The flight attendant informed both passengers that the Captain and Gate Agent would be notified of the passenger's refusal to comply with the mask policy, and appropriate actions would be taken. Upon arrival, the Gate Agent spoke to the passenger, who refused to engage in conversation. The flightmate, however, stated that the passenger refused to wear the mask because he ""couldn't hear"" and was ""sleeping."" These claims were later determined to be untrue. The incident resulted in the passenger's refusal to comply with the mask policy, leading to potential consequences such as being banned from future flights. No resolution was explicitly mentioned, but it is implied that the passenger's actions would be addressed by the authorities.",crew-related issues
1757249,Flight Attendant,Flight Crew,"The incident began when a passenger, Mr. A, refused to comply with the face mask policy during the flight preparation. He disregarded the policy and continued using his phone, becoming loud and aggressive towards the flight attendant. The flight attendant sought the captain's support but received a questioning response, feeling unsupported. As a result, she instructed the crew to avoid confronting Mr. A to prevent further issues. Despite these efforts, Mr. A did not wear his mask during the flight. The flight attendant reported the situation, highlighting Mr. A's non-compliance.",crew-related issues
1757580,Flight Attendant,Other,"The incident occurred on Aircraft X during a flight when passengers removed their face masks immediately after boarding and drank water throughout the flight, violating the face mask policy. The flight attendant, Party1, observed this behavior but initially chose not to intervene. However, during the cabin preparation for landing, which was expedited due to anticipated turbulence, the flight attendant noticed one passenger had moved seats to sit with a friend. She was concerned about approaching the passenger safely, given the proximity to landing. The flight attendant sought advice on how to handle passengers who refuse to comply with mask policies.",crew-related issues
1757896,Flight Attendant,Other,"The flight attendant was distracted due to a 1-hour and 15-minute delay, followed by an aircraft swap, leading to a rushed departure preparation. While preparing for the flight, the attendant focused on COVID-related announcements, mistakenly using an outdated safety demonstration instead of the current one. The error was reported, highlighting the need for crew efficiency under time constraints. No specific solution was proposed in the documentation.",crew-related issues
