ACN,Party1_Role,Party2_Role,objective_summary,label
1740938,Flight Attendant,Other,"The flight attendant was demonstrating the oxygen mask use during the safety briefing while wearing her own face mask, which could have led passengers to misunderstand the correct procedure. The cause was her misinterpretation of face mask policies, believing she needed to wear it throughout without exceptions. To address this, she plans to enhance her situational awareness and remove her mask during the demonstration to ensure accurate instruction.",between attendant and passengers
1742716,Flight Attendant,Other,"The incident occurred during the boarding process when a passenger expressed dissatisfaction with another passenger not wearing a mask. The flight attendant suggested moving the concerned passenger to an exit row to create distance, but this was complicated by another passenger in the exit row who had removed their mask while eating. The passenger in seat X became agitated, stating that it was unacceptable that mask-wearing was not being enforced. Despite the flight attendant's request for both passengers to wear masks, the passenger in seat X refused. The flight attendant then informed the other flight attendant and the pilots. After returning to his seat, the passenger in seat X remained calm. Passengers expressed general anxiety about flying and varying mask requirements, as well as a lack of respect for flight attendants' instructions.",between attendant and passengers
1743828,Flight Crew,Other,"The incident involved a passenger at the gate without a face mask who claimed to have COVID-19 and cited a medical condition (asthma) as the reason for not wearing it. The flight attendant expressed concerns about the passenger being contagious and potentially disruptive. The Captain addressed the situation by contacting MedLink, who confirmed the passenger was cleared. The station manager reported the passenger was cooperative. After resolving concerns, the passenger was allowed to board. The outcome was the passenger boarding the flight following the resolution.",between attendant and passengers
1748223,Flight Attendant,Other,"The incident occurred during a flight when a smoke detector alarm was triggered in the aft galley. A flight attendant noticed the alarm and knocked on the aft lavatory door to check on the passenger inside. Upon opening the door, a plume of smoke or vapor emerged. The flight attendant questioned the passenger about the source of the smoke, explaining that smoking on an aircraft is a federal offense. The passenger claimed she was using an e-cigarette and was unaware that it was prohibited. The flight attendant conducted a thorough search of the lavatory, including the waste receptacle, shelves, toilet bowl, sink, and cupboard, but found no evidence of smoking paraphernalia or burning material. The passenger expressed surprise at the禁烟 policy, attributing her inability to detect the smell to her face mask, which she was wearing for COVID-19 protection. The flight attendant informed the captain about the incident, and the situation was resolved without further issues.",between attendant and passengers
1748573,Flight Attendant,Other,"The incident occurred when a Flight Attendant rearranged passengers to comply with COVID-19 guidelines, which led to a rapid sequence of events. During this process, the Flight Attendant failed to brief the emergency exit rows before the cabin door was closed, despite being reminded to do so. As a result, the briefing took place after the door was closed but before the safety demonstration, potentially deviating from standard procedures. The outcome highlighted the need for careful adherence to both passenger management and safety protocols during emergencies.",between attendant and passengers
1748574,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant was assisting the purser with boarding procedures, including welcoming passengers and distributing hand sanitizer wipes. While en route to perform her exit row verification-briefing, a passenger from row 10 requested to move to an open seat in the same row instead of sitting in her assigned seat. The flight attendant instructed the passenger to remain seated and approached the purser to seek approval for the seat change. After accommodating the passenger's request, the flight attendant inadvertently bypassed her exit row briefing. Later, during her pre-flight preparations, the flight attendant realized she had not completed the exit row briefing. Upon reaching 10,000 feet and being cleared to move, she promptly returned to her exit row, apologized to the passenger, and conducted the required briefing. She acknowledged that the distraction caused by accommodating the passenger led to her oversight and assured the crew of her commitment to being more diligent in the future.",between attendant and passengers
1748935,Flight Attendant,Other,"The incident involved a conflict between a flight attendant and a passenger regarding the improper use of a face mask during a flight. The flight attendant observed the passenger removing his mask multiple times despite being asked to comply with mask-wearing regulations. The passenger, who was sniffling and coughing and had consumed alcohol, initially followed instructions but repeatedly took off his mask. After landing, the passenger again removed his mask near other passengers and made a loud noise. The flight attendant intervened once more, reminding the passenger of the mask policy and warning that non-compliance could lead to issues with future boarding. No explicit solution was proposed beyond the reminder and warning.",between attendant and passengers
1748952,Flight Attendant,Other,"During a flight, a passenger (referred to as Passenger X) did not comply with the COVID-19 mask-wearing requirements despite being instructed multiple times by crew members, including Flight Attendants B and C. After being reminded by another flight attendant (referred to as ""I""), Passenger X temporarily complied but continued to remove his mask throughout the flight. The flight attendant informed Passenger X that a supervisor would address the issue upon deplaning. Additionally, the pilots were notified to contact the supervisor to ensure the behavior did not persist on the next flight. The incident was reported by the flight attendant, and the passenger was reminded of the mask policy but did not receive immediate further action during the flight.",between attendant and passengers
1749667,Flight Attendant,Other,"The incident involved a conflict between a flight attendant and a passenger regarding the passenger's refusal to wear a face mask during the flight, despite multiple reminders. Initially, the passenger complied with the request to wear a mask but repeatedly removed it, including during the safety demonstration and while the aircraft was taxiing. The flight attendant escalated the issue by informing the flight deck, leading to the decision to return the aircraft to the gate. Upon arrival, the passenger was escorted off the plane, and the remaining passengers were apologized to. The flight resumed after the incident was resolved. The solution involved the removal of the non-compliant passenger and reassurance to other passengers about safety protocols.",between attendant and passengers
1749900,Flight Attendant,Other,"The incident involved a conflict between a flight attendant and a passenger regarding the passenger's refusal to wear a face mask during the flight. The passenger was argumentative and claimed to have a disability, stating that they had informed the airline beforehand and believed the information was in their profile. However, the airline's records did not reflect this. The flight attendant and the captain repeatedly requested compliance with the airline's mask policy. Eventually, the passenger complied with the policy during the flight, resolving the situation.",between attendant and passengers
1749902,Flight Attendant,Other,"The incident involved a conflict between a Flight Attendant (Party 1) and a passenger (Party 2). During the flight, the Flight Attendant began conducting a briefing but was interrupted by the passenger, who expressed discomfort regarding the seating arrangement due to concerns about COVID-19. The Flight Attendant was unsure whether the briefing had been successfully completed and subsequently self-reported the situation. No specific solution was proposed in the context provided.",between attendant and passengers
1751348,Flight Attendant,Other,"The incident began when Passenger X, complaining of motion sickness, requested medication which the flight attendant couldn't provide. X then asked for aspirin, which was given. During the flight, X used the restroom multiple times, each time without a mask, despite the attendant's instructions and three requests to wear one. Midway, X felt better but continued to refuse mask compliance, leading to the attendant reporting the refusal to authorities upon landing.",between attendant and passengers
1751362,Flight Attendant,Other,"The incident occurred during a flight when a passenger (Passenger X) expressed dissatisfaction with the airline's COVID-19 policies. Passenger X was upset because a passenger in front of her had removed their mask while drinking coffee, which she perceived as a violation of mask-wearing rules. The flight attendant explained that it is permitted for passengers to lower their masks while eating or drinking. Despite this explanation, Passenger X remained confused and continued to express her concerns.

The flight attendant attempted to address Passenger X's frustration by explaining that the flight was weight-restricted, which limited their ability to accommodate seat changes. The attendant also had the Customer Service Supervisor intervene to assist in resolving the situation. However, after the aircraft took off, Passenger X became upset again when two gentlemen in another row (row Y) took their seats, which had been moved at the gate. Passenger X questioned why she could not move while the gentlemen could, despite the gate staff having already adjusted their seating.

During the interaction, Passenger X raised her voice and became increasingly confrontational, citing concerns about her dying father and her fear of COVID-19 exposure. The flight attendant reassured her that the situation was being monitored and that no policy violations were occurring, but Passenger X dismissed the attendant's statements, stating she was unhelpful and demanded the attendant's name. The attendant reported the incident to the authorities at the gate upon arrival. No explicit resolution to the situation was provided in the records.",between attendant and passengers
1751372,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant noticed an infant car seat placed in the middle of the seating area during the beverage service. The flight attendant apologized for missing the car seat during boarding and requested that it be moved to the window seat for safety reasons, as rear-facing car seats must be positioned there during takeoff, taxi, and landing. The passenger, initially cooperative, became increasingly combative during descent when the attendant repeated the request. The flight attendant emphasized the safety regulations and the importance of compliance, while the passenger expressed frustration over not being informed of the requirement prior to takeoff. Despite the conflict, the passenger eventually moved the car seat to the window as instructed. The flight attendant acknowledged the passenger's concerns but reiterated that such situations can arise despite efforts to address them during boarding. The incident was resolved with the car seat in compliance, though the passenger remained upset. The synopsis notes that the pandemic has increased stress and anxiety among passengers, potentially contributing to the tension.",between attendant and passengers
1751692,Flight Attendant,Other,"During a flight, a **Flight Attendant (FA)** reported an incident involving a passenger, referred to as Passenger X, who exhibited unusual behavior. Passenger X used the restroom a total of **nine times** within a span of **1.5 to 2 hours**, which raised concerns among the crew and other passengers. Upon entering the restroom, Passenger X was heard coughing heavily, to the point of gagging, which worried two other passengers. When asked about his condition, he initially claimed it was due to allergies but later stated he was not feeling well because he had not eaten breakfast. The FA provided snack bags to all passengers and kept a close eye on Passenger X throughout the flight. Additionally, Passenger X was repeatedly reminded to wear his mask properly. The FA noted that he was reading or digging through his bags, which may have contributed to the need for mask reminders. The FA informed the Pilot-in-Command (PIC) about the situation, and the PIC requested that the FA check if there was a way to take Passenger X's temperature. Since the crew did not have a thermometer, the PIC suggested contacting a customer service agent to meet the flight. After landing, the PIC instructed the FA to ask Passenger X to remain seated until all other passengers had deplaned, so that someone could speak with him privately. Passenger X complied but was visibly unhappy and removed his mask in frustration. After noticing the FA's surprise, he quickly put the mask back on. Passenger X was the last to deplane and was met by a customer service agent at the gate. The FA later reported that Passenger X had used the forward restroom immediately after boarding the plane, adding to the total of nine restroom visits. His behavior created disturbances and safety concerns during the flight.",between attendant and passengers
1751900,Flight Attendant,Other,"A passenger did not wear a face mask despite being provided one by the flight attendant. The flight attendant instructed the passenger multiple times to properly wear the mask, but the passenger did not comply. After the third reminder, the flight attendant reported the incident to the flight deck.",between attendant and passengers
1752373,Flight Attendant,Other,"The incident began when a passenger refused to wear a face mask despite being requested by a Customer Service Agent (CSA) at the gate. The CSA informed the passenger that he could not fly without a mask, to which he initially agreed but subsequently did not comply. During the flight, the passenger continued to refuse, citing reasons such as not wanting to snack, despite being reminded multiple times by the flight attendant. The flight attendant confronted the passenger at least five times, emphasized the mask policy, and informed him that he was aware of it when purchasing the ticket. The passenger and his wife argued, leading the flight attendant to inform the captain. The captain contacted ZZZ1, marking the resolution of the incident.",between attendant and passengers
1752385,Flight Attendant,Other,"The incident involved a flight attendant (FA) and a passenger who refused to comply with face mask policies during a flight. The passenger initially boarded the plane without a mask but complied after being asked. The passenger was initially rowdy but did not cause significant issues until he began throwing almonds at another passenger. When asked to stop, he complied. However, throughout the flight, the passenger repeatedly removed his mask despite being asked multiple times by the flight attendant and another crew member. When the passenger attempted to argue against wearing the mask, claiming he had a test done and possibly a medical condition, the flight attendant questioned whether he had discussed this with a gate agent. The passenger responded with a threat, implying the flight attendant would not win. The flight attendant then contacted the cabin manager and informed the passenger that the mask policy was non-negotiable, leading to the passenger being met at the gate upon deplaning. After exiting the plane, the flight attendant felt unsafe due to a group of older and large men traveling with the disruptive passenger. The group boarded the same tram as the flight attendant and made loud comments about her enforcing mask policies. The flight attendant expressed a desire to feel safe and supported in her role.",between attendant and passengers
1752390,Flight Attendant,Other,"The incident occurred during the boarding process of a flight. A flight attendant, referred to as Flight Attendant A, noticed a passenger in seat XB who appeared to be potentially intoxicated. She requested another flight attendant (the user) to approach the passenger and assess the situation. Upon arrival, the passenger was agitated, slurring his speech, and had a noticeable smell of alcohol. He claimed to be fine but became upset when asked if he was intoxicated, stating he had only consumed one beer and did not consider himself drunk. Flight Attendant A and the user agreed that the passenger was intoxicated and that his behavior was disruptive. Flight Attendant A informed the captain, and the passenger was subsequently removed from the flight.",between attendant and passengers
1752685,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant encountered two passengers, seated in rows XXA and XXB, who were not wearing masks during boarding. The attendant advised them to comply with the airline's mask policy. During a later compliance check, the attendant noticed that passenger XXB had his mask improperly positioned, resting on his chin. Despite repeated requests, XXB refused to adjust his mask, becoming agitated and yelling that he couldn't breathe. The attendant explained the policy's importance for safety, and eventually, XXB complied. Later, a couple seated in rows XXC and XXD informed the attendant that they felt uncomfortable near XXB and requested a seat change. The attendant suggested row YY, and the couple expressed gratitude. However, upon the attendant's departure, XXB removed his mask again. For the remainder of the flight, XXB kept his face covered with his hands, making it difficult for the attendant to confirm proper mask usage. The couple reported feeling unsafe, and the incident concluded with XXB's continued non-compliance, leaving the couple distressed.",between attendant and passengers
1752986,Flight Attendant,Other,"The incident involved a flight attendant and a passenger in seat 4X who repeatedly refused to comply with the airline's and FAA's mask policy. During the safety demonstration, the passenger was non-compliant and was reminded of the mask policy. Initially, he complied but later removed his mask during the flight, sneezing without it. The flight attendant reported the situation to the captain and issued a warning, asking the passenger to put his mask back on. The passenger complied temporarily but later fell asleep without his mask on, prompting the flight attendant to remind him again. Upon landing, the flight attendant informed the gate agent about the passenger, who in turn notified her supervisor. The passenger was reported to the authorities, and other passengers expressed concern about his behavior. The situation was resolved through repeated reminders and enforcement of the mask policy.",between attendant and passengers
1752989,Flight Attendant,Other,"The incident involved a conflict between a flight attendant and three guests seated in seats XX, XY, and XZ. The guests expressed dissatisfaction with their assigned seats, which were arranged based on social distancing and weight and balance requirements. The flight attendant attempted to address their concerns, explaining that the seating arrangement was necessary for safety reasons. Despite offering compensation for an earlier flight cancellation, the guests continued to express frustration and were described as being rude. The flight attendant reported the situation, highlighting the guests' ongoing dissatisfaction. No further resolution was documented.",between attendant and passengers
1752999,Flight Attendant,Other,"On a flight, a passenger (XX) expressed concern to the flight attendant about four other passengers (XY, XZ, YX, YY) not wearing masks while eating or drinking. The flight attendant explained that masks can be removed during meals and drinks. Despite this, XX insisted the others weren't complying. The flight attendant offered to move XX to another seat or provide a new mask, but XX declined. The situation was resolved when the other passengers complied after being asked by the flight attendant.",between attendant and passengers
1753103,Flight Attendant,Other,"The incident occurred during a flight when a non-compliant passenger was reported by the flight attendant. The passenger was assigned a coach seat but had occupied a seat in the main cabin extra row. The flight attendant requested the passenger to move to an unoccupied seat a few rows back. However, the passenger responded with verbal abuse, loud obscene language, and physical threats, making the flight attendants feel unsafe. The flight attendant emphasized trusting their colleagues' judgment in passenger relations, noting that such incidents often escalate in flight. The captain suggested that the COVID-19 pandemic might have contributed to the stress and potential misunderstandings due to communication barriers caused by mask-wearing. Additionally, the captain highlighted the challenge of accommodating new, inexperienced passengers who may be unfamiliar with airline rules, proposing a video guide for new customers to watch before boarding as a potential solution. The incident was reported by the flight attendant, and the captain acknowledged the need for respect and the importance of addressing verbal and physical threats. A proposed solution included providing educational resources for new passengers to help manage expectations.",between attendant and passengers
1753172,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant observed passengers removing their face masks while ordering drinks, despite an announcement requesting they keep masks on until service was completed in their row. The flight attendant utilized a menu book as a sign card for communication, encouraging passengers to point to their selections instead of removing masks. Despite this effort, passengers disregarded the announcement, leading to the flight attendant managing the situation. The proposed solution involved using the menu as a communication tool to minimize mask removal.",between attendant and passengers
1753511,Flight Attendant,Other,"An incident occurred on a flight involving a flight attendant (Party1) and a mother with two young children (Party2) regarding the mandatory use of face masks. The conflict arose when the mother and her children were found not wearing face masks, despite the flight's policy requiring all passengers to do so throughout the journey. The mother initially claimed she was unaware of the mask policy and cited a medical condition as a reason for non-compliance. The flight attendant provided masks from the galley, but the mother repeatedly refused to comply, arguing that her child kept breaking the mask. The attendant explained the policy, the importance of safety, and the potential consequences of non-compliance, such as the flight being delayed. The mother also mentioned she wasn't informed at the gate, to which the attendant explained the procedure for medical exemptions. Despite these discussions, the mother continued to refuse, leading the flight attendant to inform the captain, who made a public announcement about the mask policy. The mother's resistance persisted, with her son eventually stating he found the mask enjoyable, while she loudly disagreed. The mother's refusal to comply with the mask policy led to the incident being reported. The flight completed its journey, but the mother's actions highlighted a compliance issue that the crew had to address during the flight.",between attendant and passengers
1753512,Flight Attendant,Other,"A non-revenue passenger failed to adhere to the face mask policy, initially wearing the mask incorrectly and not covering their nose and mouth. The flight attendant first made a general policy announcement. When the passenger did not comply, the attendant approached them, instructing proper mask usage. The passenger briefly complied but later removed the mask improperly without eating or drinking. Temporary compliance was achieved, but the attendant expressed concerns about the increasing responsibility of enforcing policies, particularly among non-revenue passengers who are expected to know the rules. This incident highlighted broader issues of non-compliance, indicating a growing concern for the flight attendant regarding their role in such enforcement.",between attendant and passengers
1753517,Flight Attendant,Other,"The incident occurred during a flight when two passengers in row XY were observed by the flight attendant not complying with the face mask rules. Their masks were present but not worn properly, which caused another passenger to become uncomfortable. This passenger confronted the crew in the galley, expressing dissatisfaction with the perceived leniency in enforcing the mask rule. The flight attendant addressed the situation by issuing a final warning to the passengers regarding mask compliance before the flight concluded.",between attendant and passengers
1753680,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant repeatedly requested a passenger to comply with the FAA's face mask policy. Despite multiple requests, the passenger ignored the instructions and responded with hostility and inappropriate language during the third attempt. The flight attendant documented the passenger's behavior due to their refusal to follow safety regulations and their disruptive demeanor. No specific resolution was proposed in the context provided.",between attendant and passengers
1753809,Flight Attendant,Other,"The incident involved a flight attendant (Party1) and two passengers (Party2) in seats XX5 and XX6. During deplaning, several passengers approached the flight attendant to report that the two passengers had been spitting, wiping saliva, phlegm, and blood over their seating area, including seats, armrests, tray tables, window, and wall. The two passengers exited the aircraft before the other passengers could notify the flight attendant. The flight attendant terminated the flight and informed Operations to request cleaners to sanitize the affected area thoroughly. The blood was smeared in an X shape on the wall, likely from a small wound. The flight attendant noted that without the passengers' notification, the extent of the contamination would have gone unnoticed, as the saliva and secretions had dried by the time she could inspect the area. The flight attendant reflected on the need for updated passenger announcements to emphasize the seriousness of such misconduct and the potential consequences. No immediate solution was proposed for the passengers' actions, but the flight attendant emphasized the importance of addressing such behavior to protect other passengers, crew, and employees.",between attendant and passengers
1753811,Flight Attendant,Other,"An incident occurred involving a passenger, identified as Passenger X, who repeatedly failed to comply with the airline's face mask policy during a flight. The flight attendant (F/A B) observed Passenger X without a face mask during boarding and reminded him to wear it. Initially compliant, Passenger X later removed his mask again during the safety demonstration. The flight attendant warned him that wearing a mask was a condition for flying and reiterated this during the flight when Passenger X was observed without his mask, despite previous reminders. The flight attendant informed the pilots and considered whether to allow Passenger X to continue his journey, as he was connecting to another flight. Passenger X eventually complied after further intervention, but the flight attendant expressed concerns about existing policies and suggested the need for improved procedures to handle such situations more effectively. Passenger X's repeated non-compliance with face mask policy despite multiple reminders. Initial compliance, subsequent non-compliance, and repeated warnings by flight attendants, leading to notification of the flight deck. Passenger X complied after further intervention, but concerns about handling non-compliant passengers were raised. Enhanced policies and procedures to improve coordination between flight attendants, pilots, and station workgroups.",between attendant and passengers
1754089,Flight Attendant,Other,"A flight attendant encountered a passenger who repeatedly failed to comply with mask-wearing regulations and other cabin behavior guidelines. The passenger, identified as X, was reminded multiple times before takeoff to stow her belongings and wear her mask. During the flight, Passenger X disregarded these instructions, lying across seats and removing her mask. She also engaged in painting her toenails, despite being asked to stop due to fumes bothering others. When addressed, Passenger X became confrontational, raising her voice and refusing to comply. The flight attendant and crew, including the Chief Attendant, took steps to mitigate the situation, offering alternative seating to affected passengers. Passenger X eventually complied with mask requirements for the remainder of the flight but quickly left the aircraft upon landing. The flight attendant emphasized that such behavior should not be tolerated, prioritizing the comfort and safety of all passengers and crew.",between attendant and passengers
1754496,Flight Attendant,Other,"During a flight, a passenger refused to wear a face mask properly despite being prompted by a flight attendant. The passenger initially disregarded the request, arguing that there was no need to wear the mask. After being reminded again, he damaged the mask and claimed he could not wear it. The flight attendant offered an additional mask, but the passenger continued to refuse, stating he would not wear it unless a ventilator was available. Despite multiple attempts to address the situation, the passenger remained non-compliant, and the flight attendant was unable to resolve the issue. No further action was taken, and the incident concluded without a resolution.",between attendant and passengers
1754497,Flight Attendant,Other,"The incident occurred when a flight attendant briefed an exit row with one passenger. After completing her pre-departure checks, she noticed a woman had moved into the exit row without prior communication. The attendant asked the woman about her movement, who admitted doing so after the attendant had passed. The woman was then instructed to return to her original seat, which she did. The flight attendant expressed concern about controlling such situations, attributing it to passengers seeking more space due to COVID-19, but acknowledged difficulty in managing these instances when not informed directly.",between attendant and passengers
1754500,Flight Attendant,Other,"The incident began when a passenger moved to an exit row seat without proper briefing, leading to a series of actions that drew attention from the flight crew. The process involved the flight attendant addressing the passenger's movement, confiscating an open beer, and issuing a mask warning. The passenger's inappropriate comments were reported by other passengers post-flight. The result included confiscation of the beer, a mask warning, and subsequent reports of the passenger's behavior, with no signs of intoxication observed. The flight crew handled the situation by monitoring the passenger and ensuring compliance with safety regulations.",between attendant and passengers
1754507,Flight Attendant,Other,"The incident occurred during a flight when a family repeatedly refused to comply with face mask regulations. The flight attendant instructed them multiple times, both during boarding and in the air. A passenger lodged a complaint, citing the family's lack of compliance, with the family explaining they were eating. The flight attendant reported the issue to authorities. No solution was proposed in the context.",between attendant and passengers
1754509,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant noticed a passenger coughing without a properly worn face mask. The attendant approached the sleeping passenger politely to remind him to cover his mouth and nose, waking him up. The passenger later went to the bathroom but was still non-compliant, with his nose uncovered. Upon returning, he expressed his upset, arguing that others were eating and drinking, so it was acceptable. The flight attendant reiterated the importance of mask compliance for safety, but the passenger dismissed her explanation and remained non-compliant. The attendant stood by her actions, emphasizing the necessity of adhering to health and safety protocols. The passenger's behavior did not change, and the situation remained unresolved.",between attendant and passengers
1754883,Flight Attendant,Other,"During a flight, a passenger (Passenger X) assigned to seat XX3 refused to comply with the face mask policy despite being granted a special exemption to remove the mask for brief intervals. The incident began when the flight attendant noticed Passenger X without a mask during boarding. The Gate Agent, who had not briefed the flight crew on any exemptions, initially denied knowing about one. Passenger X presented a boarding pass with an ink-written exemption and a letter stating his disability. Despite the Gate Agent's initial approval, the flight attendant insisted on consulting the Captain, who confirmed that an exemption was needed specifically for the flight. The Gate Agent then retrieved a record confirming the exemption, allowing Passenger X to remove the mask for short periods. However, during the 2.5-hour flight, Passenger X repeatedly ignored the mask policy, often only covering his chin instead of his nose and mouth. Compounding the issue, Passenger X's disruptive two-year-old child coughed and sneezed throughout the flight, and Passenger X cited anxiety as a reason for non-compliance. Despite the exemption, Passenger X showed total disregard for the mask rules, requiring multiple reminders from the flight crew. An exemption was granted for Passenger X to remove the mask for specified intervals. However, Passenger X failed to adhere to the exemption, leading to repeated reminders and non-compliance during the flight.",between attendant and passengers
1755142,Flight Attendant,Other,"The incident occurred during a flight when a passenger refused to wear a face mask despite being requested to do so by the flight attendant and another crew member. The passenger initially boarded the aircraft wearing a mask but removed it during the flight. The flight attendant reminded the passenger that wearing a face mask was part of the safety protocols in place due to the ongoing global pandemic. The passenger stated that she could not wear the mask for an extended period. The flight attendant emphasized the importance of compliance for the safety and well-being of all passengers and crew. The passenger continued to refuse, citing discomfort. The flight attendant suggested that a medical exemption would require a medical clearance from a doctor and a negative COVID-19 test within 72 hours of the flight. Despite these efforts, the passenger did not comply, resulting in the flight attendant having to repeatedly attend to her requests for assistance.",between attendant and passengers
