ACN,Party1_Role,Party2_Role,objective_summary,label
1602741,Flight Attendant,Ground Personnel,"The incident involved a conflict between a flight attendant (Party 1) and ground personnel (Party 2) regarding two passengers boarding a B737-800 aircraft with dogs that were not properly documented or restrained. During boarding, the flight attendant observed a passenger in seat 8C with a pet in a carry-on kennel and another passenger in seat 25A with a small dog under her coat. The first dog remained in the kennel for the entire flight without causing disruptions, but the passenger had to swap seats due to the kennel being blocked by an IFE power box under seat 8C. The second dog, later identified as an emotional support animal (ESA), was not documented as such on the passenger's manifest or special services list. Although the passenger was checked in, there was no reference to the ESA or service animal (SVAN) on the flight attendant's tablet or the special services list. The flight attendant notified the gate agent about the undocumented ESA and observed a customer service representative boarding the aircraft to inquire about the animal. After the flight, it was discovered that the passenger's PNR had been updated to reflect the dog as a SVAN, but the animal was not properly restrained, as required by safety protocols, and lacked any visible identification or control gear. The flight attendant expressed concern over the lack of proper documentation and restraint, which posed a safety risk to passengers and crew. The report was filed to address the safety risk associated with the un restrained animal and the failure to properly document the ESA. The flight attendant recommended improving communication and compliance with documentation and restraint requirements to prevent similar incidents in the future.",between attendant and other people
1505311,Flight Attendant,Ground Personnel,"The incident involved a flight attendant (Party1) and ground personnel (Party2) during aircraft operations. The flight attendant opened the 1L door of a 737 aircraft in the armed position after receiving a thumbs-up signal from the station agent. This caused the slide pack to dislodge and partially deploy. The flight attendant immediately grabbed the door to prevent further deployment, instructed the agent to step back, and informed the captain. The captain assumed control, ensuring passenger safety, communicating the situation to passengers, and coordinating with maintenance. The slide pack was eventually removed, and passengers were safely deplaned. The incident was attributed to the flight attendant's failure to follow proper disarm procedures, including the monitor and challenge protocol, due to physical and mental fatigue, discomfort, and distractions from prior incidents during the day. The flight attendant acknowledged the lapse in focus and expressed intent to adhere strictly to procedures in the future. No injuries were reported, and the situation was resolved without further complications.",between attendant and other people
1425749,Flight Attendant,Other,"The incident involved a visually impaired passenger with a service dog on a sold-out flight. The flight attendant requested the passenger to move to a window seat to prevent obstruction of aisle access, as per company policies. The passenger refused, citing his rights, leading to a prolonged delay as the crew and supervisors attempted to resolve the issue. The situation escalated when the police were threatened with being called, though they didn't arrive. Eventually, other passengers persuaded the man to move, allowing the flight to proceed. The passenger remained agitated but compliant. Post-landing, he caused a scene, prompting leadership to direct him to contact customer service. The flight attendant suggested that the ACAA could aid in educating passengers to prevent such conflicts, emphasizing the need for consistent enforcement of safety regulations.",between attendant and other people
1431017,Flight Crew,Flight Attendant,"The incident arose from a miscount of passengers during the boarding process, resulting in an unaccounted extra passenger on board. The flight experienced a 50-minute gate hold after boarding was complete. Despite periodic passenger announcements, the pushback was delayed due to unprepared staff and missing pushback crew. At pushback, the flight attendant provided an illegible passenger count, leading the captain to assume the count was correct. Takeoff was approved, and the cabin was notified. Shortly after taking the runway, the flight attendant reported a passenger concerned about being on the wrong aircraft. The captain instructed everyone to remain seated and planned to address the issue in flight. Upon reaching 10,000 feet, the load sheet showed 46 passengers, while the flight attendant's count was 47. The discrepancy revealed an extra passenger, a connecting passenger who had not exited at the previous stop, found in the lavatory during the count. The crew coordinated with dispatch to have a customer service agent meet the passenger at the destination. The flight had to divert to resolve the issue, causing delays and operational challenges. The extra passenger was offloaded, and the aircraft was prepared for the next leg. The captain suggested revising the passenger counting procedure, possibly conducting counts earlier or more thoroughly to prevent such errors, noting that other airlines may handle this process differently. This incident highlights the importance of accurate passenger counting and the potential benefits of revising current procedures to minimize errors.",between attendant and other people
1453483,Flight Attendant,Ground Personnel,"The incident involved a discrepancy in the passenger manifest for an A320 flight. During the boarding process, the ground personnel noticed that the manifest reported 90 passengers, but the actual number of passengers on the aircraft was 127, a difference of over 30 people. The ground personnel raised concerns with the flight attendant, emphasizing the need to resolve the issue before departure. A head count was conducted at the suggestion of another flight attendant, confirming the discrepancy. The ground personnel then informed the gate agent about the mismatch and suggested implementing a standardized head count procedure for all flights at the airport to prevent similar issues in the future. The resolution process took approximately one hour, and the flight eventually departed after the discrepancy was addressed.",between attendant and other people
1324189,Flight Attendant,Ground Personnel,"The incident occurred between a flight attendant (Party1) and ground personnel (Party2) during the boarding process of a flight with 127 passengers. The flight attendant was assisting a non-English speaking woman with an infant and needed to find two adjacent seats for the family. Despite making multiple announcements requesting volunteers to move, the flight attendant faced difficulties in securing the cabin. During this time, the ground personnel (OPS agent) repeatedly closed the forward entry door before the cabin was fully secured, disregarding the flight attendant's instructions to wait until all passengers were seated and bags stowed. The OPS agent dismissed the flight attendant's concerns and even shooed her away, causing the door to nearly hit her. The flight attendant reported the incident to the captain, who then summoned a Ground Operations Supervisor. The OPS agent claimed the door closed due to wind, but the flight attendant and another crew member disputed this, stating the door was manually closed. The situation was ultimately resolved with the supervisor's intervention.",between attendant and other people
1347344,Flight Crew,Flight Attendant,"The incident involved an unintended breach of cockpit security on a B767 flight. During the flight, a crew member's child was inadvertently admitted to the cockpit due to a misunderstanding. The relief First Officer (FO) requested the Flight Attendant to inform the child to look out for a view of Greenland. The Flight Attendant misinterpreted this as an invitation for the child to enter the cockpit. Consequently, the child entered the cockpit, followed by the Flight Attendant. Upon realizing the oversight, the FO secured the cockpit and ensured the child and Flight Attendant were promptly escorted out. The situation was resolved without further complications. The Captain later addressed the Flight Attendant, emphasizing the importance of adhering to security protocols and clarifying instructions to prevent such incidents in the future. The Flight Attendant was reminded to refuse or clarify ambiguous requests regarding cockpit access to ensure passenger and crew safety.",between attendant and other people
1349723,Flight Attendant,Ground Personnel,"The incident involved a flight attendant initiating a ground medical call that was poorly executed due to inadequate training. The attendant failed to communicate effectively, providing unnecessary details and incorrectly referring to a medical responder as a doctor. The situation was non-emergency, with the passenger recovering quickly, but highlighted significant training gaps. The result was a ineffective communication that wasted time and could have been critical in an emergency. The solution proposed is enhanced training for flight attendants in medical communication and procedures.",between attendant and other people
1388303,Flight Attendant,Flight Attendant,"The incident occurred during a flight when a passenger in seat 12B, diagnosed with lung cancer, used a personal oxygen bottle not listed on the manifest. The flight attendant, initially unaware, was informed by the passenger's girlfriend that TSA had permitted the bottle. Upon realizing the bottle's presence, the flight attendant retrieved an onboard portable oxygen bottle, instructed the passenger to turn off his personal device, and notified the cockpit. The flight attendant emphasized the importance of verifying oxygen device usage and being vigilant during boarding to prevent similar occurrences. The result was the passenger switching to the provided onboard bottle.",between attendant and other people
1265117,Flight Attendant,Ground Personnel,"The incident involved a conflict between a flight attendant (Purser) and ground personnel (Customer Service agent) regarding the disclosure of information about a Law Enforcement Officer (LEO) and a Federal Air Marshal (FAM) on board a flight. The Purser, while boarding First Class passengers, encountered the LEO and later a FAM, both of whom required specific seating arrangements. The Purser sought to verify their credentials and seating locations but was informed by the Customer Service agent that such information could compromise security and was only available on the final paperwork. The Purser expressed frustration over the lack of advance communication, as this information is typically provided upon check-in. The Customer Service agent maintained that revealing the details would breach security protocols. No solution was explicitly proposed in the context, but the Purser emphasized the importance of timely information for crew safety and management.",between attendant and other people
1288887,Flight Attendant,Ground Personnel,"An incident occurred on an EMB175 flight involving a flight attendant and ground personnel. The flight attendant completed the passenger count and handed it to the pilots. A gate agent approached them with two boarding passes: one for an upgrade request (YYD) and another for a passenger (XXD) with an interrupted travel itinerary, noting that XXD might have been intoxicated. The flight attendant upgraded YYD and monitored XXD, who appeared fine during the flight. Upon landing, passenger XXC informed the flight attendant that XXD had urinated in the seat during landing. The captain was alerted, and hazmat was called to clean the area. The flight attendants avoided the affected seats and notified the incoming crew. The flight attendant expressed concern about the gate agent's handling of the situation, stating that the crew was only informed just before the cabin door closed, leaving them unprepared. The primary issue was the lack of timely communication from the ground staff. The flight attendant suggested that ground personnel should inform the crew about such situations as soon as possible to ensure preparedness.",between attendant and other people
1309194,Flight Attendant,Other,"The incident began when a flight attendant (Party1) noticed a passenger (Party2) with a small backpack on his lap during the final cabin walk-through. The attendant asked the passenger to stow the backpack in the overhead bin, as it was considered carry-on luggage. The passenger became defensive, refusing to comply and stating that no one had ever asked him to do so. The situation escalated when the passenger opened the backpack and began removing items, despite the attendant's instructions to secure the items but not the backpack itself. The passenger continued to disregard the attendant's directives. Later, during taxiing, the passenger was observed using a phone, which drew the attention of another passenger who questioned whether it was permitted. The attendant tapped the passenger on the shoe to address the issue, asking if he was in airplane mode. The passenger loudly confirmed but became confrontational, telling the attendant to stop touching him. The passenger seated behind him then intervened, asking the disruptive passenger to follow instructions. The father of the disruptive passenger intervened, claiming the son was using an app that was not on the internet. The attendant decided to switch cabin sections to avoid further conflict, delegating the area to another flight attendant (Party1's colleague). This action aimed to de-escalate the situation and prevent further disruption. The flight attendant believed she handled the situation appropriately and did not feel she had made any errors. The disruptive passenger remained non-compliant and unresponsive to instructions. The incident was resolved without further escalation, as the attendant successfully transferred responsibility for the area to a colleague. The flight attendant's decision to switch cabin sections and transfer responsibility to another crew member was the proposed solution to avoid further conflict.",between attendant and other people
1320591,Flight Attendant,Ground Personnel,"The incident involved a flight where a strong chemical odor, described as resembling spoiled eggs and vomit, was detected shortly after takeoff. This odor led to physiological symptoms such as headaches and vision issues among the flight attendants and passengers. The flight was subsequently turned around and returned to the departure airport. Upon landing, the crew experienced delays in receiving medical attention, as the initial medical provider was unable to conduct necessary blood tests promptly. The ground personnel indicated that the odor may have originated from the left engine, which had been cleaned the night before but not run long enough to eliminate fumes, as per protocol. The flight attendant suggested improved protocols for carbon monoxide testing and against maintenance shortcuts, while the ground personnel emphasized the need for specific procedures and criticized the delayed medical response. The medical tests conducted hours later were inconclusive due to the delay.",between attendant and other people
1193711,Flight Attendant,Ground Personnel,"The incident occurred when a flight attendant on a B737-700 flight identified a passenger using a flameless military ration heater (FRH). The flight attendant confiscated the item, secured it by placing it in double bags, and stored it in the wheelchair compartment for the remainder of the flight. Upon landing, the flight attendant informed the Captain about the confiscation and the need to notify Ground Security but forgot to hand over the FRH due to being occupied with assisting an unaccompanied minor and managing crew changes. The FRH was not delivered to Ground Personnel after the flight, resulting in the item not being properly handed over. To prevent such occurrences, it is recommended that flight attendants implement a more rigorous handover procedure, such as setting reminders or ensuring a structured process for transferring items to Ground Personnel, especially when faced with multiple duties post-landing.",between attendant and other people
1199064,Flight Crew,Flight Attendant,"The incident occurred during the pre-departure phase of a flight, involving the Flight Crew and ground personnel. The Flight Crew encountered issues with the ACARS system, which was deferred, and the inoperative printer. Despite initial normal functionality during setup, they received conflicting messages about a maintenance release and aircraft readiness. Before addressing this, they had to handle concerns from the flight attendants regarding an armed passenger, a dog onboard, and a verbal conflict with a gate agent over overhead bin space. After resolving these issues, the crew pushed back and started engines, only to realize they lacked a maintenance release. Maintenance attempted to send the release digitally but failed, opting instead to deliver a hard copy via the cockpit window. The flight crew proceeded safely with the hard copy. The incident was caused by communication system failures and conflicts, leading to the delayed acquisition of necessary documentation, but the flight continued without further issues.",between attendant and other people
1242903,Ground Personnel,Flight Attendant,"The incident occurred after a flight crew arrived at the gate in DEN when a caterer opened an armed door without authorization, with the red tape still across the viewport, causing the slide pack to deploy onto the deck of a catering truck. The slide did not inflate, and the flight attendant instructed the caterer and nearby crew to move away to avoid potential risks. Mechanics were summoned, and they discovered that the slide had not been inspected since 1994, far exceeding the required inspection intervals. The incident highlighted the importance of proper inspection and maintenance of safety equipment.",between attendant and other people
1122661,Ground Personnel,Flight Attendant,"The incident involved a conflict between ground personnel and flight attendants over boarding procedures at the gate. Ground personnel began boarding passengers before the flight crew arrived, which surprised the flight attendants and pilots. The flight attendants requested that all passengers deplane to perform emergency equipment checks, and after the passengers reboarded, the ground personnel attempted to close the aircraft door without consulting the flight crew. The flight attendants informed the ground personnel that maintenance personnel were still on board, preventing the door from being closed. The ground personnel ultimately apologized for the misunderstanding. No formal solution was proposed during the incident, but the issue was resolved through communication and clarification.",between attendant and other people
1159810,Flight Attendant,Ground Personnel,"The incident involved a conflict between a Flight Attendant and Ground Personnel over the improper handling of an electric wheelchair on an aircraft. The Ramp Agent requested the Flight Attendant to open the 2R door from the inside to load the wheelchair onto a catering truck, despite company policy prohibiting such actions. The Agent Supervisor and Inflight Supervisor insisted on the door being opened, ignoring the Flight Attendant's safety concerns and explanations that doors should only be opened from the outside. After the door was opened, it was discovered that the lift vehicle intended to remove the wheelchair could not access the door opening, resulting in a thirty-minute delay. The wheelchair owner later expressed frustration, stating that if consulted, she could have resolved the issue without opening the door. The supervisors failed to consider alternative solutions or safety protocols, unnecessarily putting the Flight Attendant at risk. The incident highlights the importance of adhering to safety procedures and consulting all parties before making decisions that compromise safety.",between attendant and other people
1163132,Flight Attendant,Ground Personnel,"The incident involved a flight attendant who experienced illness after exposure to cleaning chemicals with strong fumes used by ground personnel. The flight attendant encountered the odor during preflight and when emptying trash, leading to dizziness, blurred vision, nausea, dry heaves, and vomiting. Despite measures like drinking water and resting, symptoms persisted, prompting notifications to the domicile, supervisor, and union. The union noted previous attempts to halt the practice, and the flight attendant remained off work two weeks later. A proposed solution was to cease using cleaner in the oven.",between attendant and other people
1059220,Flight Attendant,ATC,"The incident involved a conflict between a flight attendant (Party1) and Air Traffic Control (ATC) at Lafayette Airport. The flight attendant reported receiving taxi clearance to Runway 4R via Bravo and Juliette. After confirming the clearance with the first officer and referencing the airport diagram, the crew began taxiing. They momentarily stopped on Runway 4L for safety checks and continued toward Juliette. Upon reaching Juliette and turning right, they stopped before crossing Runway 11 and received a call from Ground Control regarding a possible deviation. Ground Control provided a phone number and later cleared the crew to cross Runway 11 and proceed to Runway 4R. Upon reaching the holding short area, the Tower informed the crew that they had crossed Runway 4L without clearance. The flight attendant stated that the crew had intended to follow the taxi clearance as understood, which they believed included crossing intervening runways. The flight attendant attributed the misunderstanding to the taxi clearance instructions, which they claimed were ambiguous and different from the usual format (""Taxi Runway 4R via Bravo and hold short Runway 4L""). The first officer reportedly misapplied the instructions, leading to the unintended crossing of Runway 4L. The crew ultimately followed the corrected instructions and resolved the situation without further incident.",between attendant and other people
1042669,Ground Personnel,Party1 Flight Crew,"An incident occurred when multiple armed federal agents boarded a flight without prior notification to the crew, resulting in confusion and a delayed departure. The agents included an FAA Inspector, FBI agent, DEA agent, and two Air Marshals. The boarding process began without consulting the flight attendants, who were unprepared, causing a delay as passengers were held on the jet bridge. Communication issues led to the flight attendant being unaware of all law enforcement personnel initially. After an FBI agent and DEA agent arrived, the flight attendant sought a supervisor, who apologized and resolved the confusion by informing all agents of each other's presence. The flight departed 13 minutes late, with the FAA Inspector initiating an investigation.",between attendant and other people
967088,Flight Attendant,Ground Personnel,"The incident occurred when a Flight Attendant misunderstood an order to arm the doors, leading to an emergency exit slide being deployed at the gate by a caterer. The Flight Attendant believed they had heard the Lead Flight Attendant instruct to ""prepare doors"" and proceeded to check the cabin. Upon reaching the forward galley, they discovered the front entry door and cockpit doors were open. A caterer approached and explained that they had intentionally opened the forward entry door, mistaking the orange safety strap for a signal to deploy the slide due to sunglass glare. The slide was fully deployed and facing upward, creating an obstruction. The Flight Attendant, along with the caterer and gate agent, secured the slide, moved the aircraft to another gate, and coordinated with ground staff to bring a replacement aircraft. Passengers were deplaned, and the flight resumed less than 50 minutes after the initial delay. No injuries were reported, and the situation was handled efficiently. The Flight Attendant acknowledged the importance of double-checking procedures and expressed gratitude for the positive outcome. The caterer was unharmed but was advised against such actions in the future.",between attendant and other people
967487,ATC,Flight Attendant,"The incident involved an autopilot malfunction during the departure of a PC12 aircraft from TEB, leading to a track deviation. The autopilot failed to stop at the correct heading, prompting the captain to disconnect it. Subsequently, the crew received ATC instructions to expedite climb and turn right direct to BREZY. However, the crew incorrectly read back the instructions as ""cleared direct to BREZY,"" which ATC later acknowledged was their mistake due to workload and miscommunication. Contributing factors included the controller's busy frequency, the autopilot's aural warning causing headset noise, and the FMS and autopilot's incorrect handling of the SID. As a result, the captain decided to hand-fly the SID in the future, distrusting the FMS and autopilot. ATC was advised to avoid accepting incorrect readbacks during critical phases of flight.",between attendant and other people
915316,Flight Attendant,Flight Crew,"The incident began when a flight attendant discovered a silver item resembling a Palm Pilot in a seatback pocket. It was handed to another attendant, who proceeded to the cockpit. The captain decided to reopen the door to transfer the item to security. Upon opening the door, the flight attendant handed the item to the security agent, who immediately examined and opened it, surprising the attendants. A gate agent, unimpressed, dismissed the item as a simple Palm Pilot and made a risk assessment, claiming it didn't look like a bomb. This comment distressed the attendants, as nearby passengers could hear the exchange. They expressed their concerns to the gate agent, urging caution and adherence to security protocols. The attendant informed the captain, who spoke with the gate agent. Meanwhile, another attendant kept the FAMs informed. Later, the flight attendants discussed their concerns with the FAM team leader, highlighting the gate agent's lack of concern and the mishandling of the situation, which conflicted with their training. They felt the agent's dismissal was inappropriate and questioned his judgment.",between attendant and other people
946632,Maintenance,Flight Attendant,"The incident occurred when a maintenance crew member requested that boarding be delayed to complete a maintenance procedure in the E&E compartment of a B767-300ER aircraft. Despite this request, boarding commenced. During the process, a passenger fell through the floor access to the E&E compartment, resulting in minor injuries and temporary disorientation. The maintenance crew member had instructed everyone to stay away from the area, but the boarding proceeded regardless. After the fall, the passenger was able to stand and exit the compartment unassisted, with no serious harm reported.",between attendant and other people
948689,Flight Attendant,Flight Crew,"An incident occurred at a Q400 aircraft when passengers began deplaning through the aft door without the right engine being shut down, due to insufficient communication and awareness among the flight crew, ground personnel, and cabin crew. Upon arrival, the seatbelt signs were off, but the door chime was not received. The Ramp Agent opened the aft door, prompting the Flight Attendant to allow passengers to deplane. The pilots had shut down engine #1 but left engine #2 running, awaiting ground power unit connection. The flight attendant, unaware of the running engine, permitted deplaning. Another flight attendant noticed the engine still running and shut it down after passengers had started leaving. Passengers deplaned while engine #2 was running, posing a safety risk. Post-incident, all parties agreed on the need for enhanced communication and awareness. Improve communication and coordination among flight, ground, and cabin crew. Ground personnel should act as the eyes and ears for the flight crew. Cabin crew should enhance their observational skills and not solely rely on ground crew information. This incident highlights the importance of clear communication and situational awareness to prevent similar occurrences.",between attendant and other people
951620,Flight Attendant,Ground Personnel,"The incident was triggered by the ground personnel closing the aircraft door prematurely, without the flight attendant's authorization. This occurred while passengers were still boarding and overhead bins were open, leading to subsequent safety protocol violations. The flight attendant attempted to address the situation but faced further issues during pushback. The cockpit door remained open, and the captain had two observers on board without informing the flight crew. The attendant had to make an urgent announcement but did not receive a proper response, affecting the safety briefing and takeoff preparations. Upon arrival, it was discovered that the cockpit doors were not armed during pushback, indicating a clear safety hazard. The incident highlighted multiple failures in adhering to Federal Aviation Regulations (FARs) and company Standard Operating Procedures (SOPs). The flight attendant had to debrief a new hire about the mishandled procedures, emphasizing the importance of compliance with safety protocols. To prevent recurrence, it was suggested that ground personnel should not close the door without explicit approval from the flight attendant. Additionally, the aircraft should not move on the ground until the cockpit door is securely closed and the entry door is properly armed. The captain should verify with the lead flight attendant before initiating any door closures, ensuring all safety measures are in place.",between attendant and other people
