ACN,Party1_Role,Party2_Role,objective_summary,label
1279697,Flight Attendant,Other,"The incident involved a passenger who smoked an e-cigarette in the aft lavatory during the climb at 12,000 feet, triggering the ECAM warning and the smoke detector. The flight attendants promptly addressed the situation by informing the passenger, leading to the alarm being resolved. The crew notified dispatch, who arranged for a Ground Security Coordinator to meet them at the destination. The passenger was unaware that e-cigarettes are prohibited on board, highlighting the need to include this information in the passenger briefing.",fume/smoke incident
1320591,Flight Attendant,Ground Personnel,"The incident involved a flight where a strong chemical odor, described as resembling spoiled eggs and vomit, was detected shortly after takeoff. This odor led to physiological symptoms such as headaches and vision issues among the flight attendants and passengers. The flight was subsequently turned around and returned to the departure airport. Upon landing, the crew experienced delays in receiving medical attention, as the initial medical provider was unable to conduct necessary blood tests promptly. The ground personnel indicated that the odor may have originated from the left engine, which had been cleaned the night before but not run long enough to eliminate fumes, as per protocol. The flight attendant suggested improved protocols for carbon monoxide testing and against maintenance shortcuts, while the ground personnel emphasized the need for specific procedures and criticized the delayed medical response. The medical tests conducted hours later were inconclusive due to the delay.",fume/smoke incident
1193958,Flight Attendant,Other,"The incident occurred on an A319 aircraft when a male passenger smoked a cigarette in the lavatory, despite the presence of a smoke detector. Flight Attendant B noticed the odor, confronted the passenger, and discovered a smoldering cigarette inside a beer can. She extinguished the cigarette by submerging the can in water and notified the other flight attendant and the captain. Flight Attendant A made a subsequent no-smoking announcement, and the passenger was required to provide his ID and return to his seat. The flight attendant reported the incident to the FAA, and the passenger was informed that the incident would be documented. The smoke detector did not activate, highlighting a potential issue with the system.",fume/smoke incident
1152312,Flight Attendant,Other,"The incident occurred during the approach to landing when a passenger entered the lavatory, lit a cigarette, triggering the smoke alarm and message panel. The Flight Attendant requested the passenger return to her seat, but she refused. The Captain addressed the passenger via a public announcement, prompting her to exit the lavatory, where she cursed and claimed to have used feminine hygiene spray. The Flight Attendant discovered the spray but no cigarettes, suggesting the passenger's defiance indicated guilt. The smoke alarm disrupted cockpit communication during a critical phase. The passenger was detained by police but not arrested. The Flight Attendant believes FAA regulations should be enforced against her for smoking in the lavatory and non-compliance.",fume/smoke incident
1163132,Flight Attendant,Ground Personnel,"The incident involved a flight attendant who experienced illness after exposure to cleaning chemicals with strong fumes used by ground personnel. The flight attendant encountered the odor during preflight and when emptying trash, leading to dizziness, blurred vision, nausea, dry heaves, and vomiting. Despite measures like drinking water and resting, symptoms persisted, prompting notifications to the domicile, supervisor, and union. The union noted previous attempts to halt the practice, and the flight attendant remained off work two weeks later. A proposed solution was to cease using cleaner in the oven.",fume/smoke incident
1058785,Flight Attendant,Maintenance,"The incident involved a First Officer who reported that the Left-Hand (LH) Chip Detector Light was illuminated during the preflight inspection of their CRJ-200 aircraft. After discussing the issue with the Captain, they decided to divert to ZZZ1 due to concerns about potential delays at the outstation. Upon arrival, Maintenance discovered sufficient debris in the chip detector, leading to the aircraft being removed from service for oil system flushing and reinspection. Contributors to the incident included the lack of clear guidelines for flight crew regarding the chip detector light, which is not part of the standard preflight inspection. The First Officer noted that the light frequently illuminated during the first flight of the day at outstations, and the difficulty of obtaining timely Maintenance support at remote locations compounded the decision to delay reporting. This was the second occurrence in two months, with the first five instances requiring only a simple cleaning of the detector. To prevent future occurrences, the First Officer recommended the establishment of clear guidelines for flight crew actions when the chip detector light is illuminated, aiming to address confusion and reduce the risk of similar incidents.",fume/smoke incident
1114668,Maintenance,Flight Attendant,"The incident involved an MD-82 aircraft that diverted to ZZZ2 due to the illumination of the Battery Charger light after takeoff. A Flight Attendant reported water coming from the overhead area, prompting an investigation. Circuit breakers L5, X25, Z24, and the Ground Service Bus were found inoperative, though other electrical systems functioned normally. The Line Aircraft Maintenance Technician (AMT) addressed the issue by replacing the Battery Charger per the Aircraft Maintenance Manual (AMM), resetting the circuit breakers, and conducting operational checks, which were normal. The AMT did not document checking the overhead panels, floors, or E/E compartment for water in the logbook's Action Taken block, as no evidence of water intrusion was found. The AMT believed the water was likely due to condensation from rain and humidity the previous night. Despite this, the AMT emphasized that the logbook's Discrepancy block should not be assumed to require no action in the Action Taken block. The aircraft was cleared for service following the maintenance.",fume/smoke incident
921495,Maintenance,Maintenance,"The incident involved a B737-500 aircraft experiencing uncontrollable high temperatures in the cabin during cruise altitude. The issue arose due to a maintenance error when replacing the temperature controller. The replacement was not properly tested, resulting in the temperature controllers being cross-wired. This caused the left pack to run at full heat, leading to a duct overheat and a strong smell in the cabin. The crew donned oxygen masks and followed smoke/fumes checklists to resolve the situation, after which normal air quality was restored, and the flight continued to its destination. The proposed solution is to conduct a functional test of the system controller before signing off on such maintenance tasks to prevent similar incidents.",fume/smoke incident
928902,Flight Crew,Flight Attendant,"In a recent incident involving a B777 aircraft, a flight attendant detected a puff of smoke emanating from a reading light in the lower lobe crew rest area. Upon noticing this, the attendant discharged a halon fire extinguisher on the light fixture and promptly informed the cockpit. The captain acknowledged the situation and requested the attendant to turn off the light, though she was unable to do so. There were no alarms triggered in either the crew rest area or the cockpit, and subsequent investigation by the purser confirmed that the issue had been resolved. As a precaution, all flight attendants evacuated the lower lobe crew rest area. The captain then contacted maintenance, who recommended removing the faulty bulb. This was executed without complications. Maintenance logged a report regarding the incident, including the halon discharge. Both maintenance and dispatch concurred with the captain's decision to proceed to the planned destination. Throughout the remainder of the flight, flight attendants monitored the area, reporting no further issues. Upon arrival, contract mechanics inspected the area but found no abnormalities, attributing the small smoke emission to a likely faulty bulb.",fume/smoke incident
841929,Flight Crew,Other,"The incident occurred when an A319 aircraft experienced the automatic deployment of oxygen masks in the front cabin section due to toxic fumes and haze. The Lead Flight Attendant, showing excitement and respiratory distress, informed the crew. In response, the Flight Crew declared an emergency with Air Traffic Control (ATC) and diverted to the nearest suitable airport, completing the descent in approximately 6-7 minutes. Post-landing, the fumes dissipated, and the air cleared. The crew taxied to the gate, deplaned, and informed their company of their situation.",fume/smoke incident
