ACN,Party1_Role,Party2_Role,objective_summary,label
1803987,Flight Crew,Flight Attendant,"The incident occurred during a flight when the First Officer (FO) and Captain (CA) were both absent from the cockpit, leaving the aircraft uncontrolled. The First Officer had informed the Captain of the need to use the lavatory, and the flight attendants (FAs) were expected to manage the cockpit exchange. However, during the crew swap, the flight deck door was opened, and the Captain entered the cockpit while no pilot was seated at the controls. Simultaneously, the A FA was in the process of moving from the FO's seat to the Captain's seat, creating a dangerous situation. The FO returned to the cockpit, retook control, and addressed the unsafe procedure with the Captain. The B FA also expressed concerns about the improper exchange. The incident was reported to the Pilot Union Professional Standards, and the FO used it as a teaching moment to emphasize the importance of proper cockpit procedures. The event highlights a critical lapse in safety protocols and underscores the need for adherence to established procedures.",operational issues
1809981,Flight Crew,Flight Attendant,"An incident occurred involving the flight crew and flight attendant of an air carrier, where deviations from standard practices led to the omission of a critical checklist. The delay, initially caused by weather in ZZZ, was exacerbated by distractions such as a ramp agent addressing a passenger's mask issue and a faulty headset. These distractions caused both the flight crew and attendant to overlook the completion of the ""before start checklist below the line"" prior to pushback. The crew, attempting to expedite procedures to minimize further delay, was overwhelmed by external distractions, leading to the missed checklist. This omission was only realized after pushback had commenced. The incident resulted in a deviation from standard operating procedures, highlighting the risks of rushing and not prioritizing tasks effectively. Both parties recognized the importance of establishing clear priorities and managing distractions to prevent such omissions. They resolved to improve task management and ensure adherence to checklist protocols in future operations, emphasizing the need for careful prioritization and boundary management to avoid similar incidents.",operational issues
1819490,Flight Attendant,Ground Personnel,"A conflict occurred between a flight attendant and ground personnel concerning a passenger's carry-on smart bags with non-removable batteries. Passengers, traveling from ZZZ to ZZZ1, boarded an aircraft with the bags through the aft door. The flight attendant indicated the bags were too large for the overhead bins. The passengers claimed they were permitted to carry them onboard. Efforts to accommodate them were made, but the gate agent insisted the bags be checked due to safety regulations. As a result, the passengers were deplaned with their bags. The flight attendant noted the passengers had been on a previous flight but didn't observe them boarding with the bags earlier. No solution was proposed during the incident.",operational issues
1840114,Flight Attendant,Other,"The flight attendant was approached by a supervisor after landing who informed them about an air quality issue with their aircraft. The attendant was confused as they had no prior notice and sought more information, which they obtained through the Cabin Service System. They learned their aircraft was being replaced. The attendant expressed concerns about their health, unsure if their illness was due to the aircraft or pre-existing. They felt blindsided and requested follow-up and clarification to decide next steps.",operational issues
1848975,Flight Attendant,Ground Personnel,"The incident occurred at ZZZ International Airport when a flight attendant instructed the cabin crew to prepare the doors for arrival. While the flight attendant was at the door, they noticed the gate agent and attempted to open the flap. However, the main handle unexpectedly lifted, causing the flight attendant to jerk back. The flight attendant did not signal the gate agent with a thumbs-up or disarm the R1 door. The gate agent continued to pull the door, causing the slide to deploy. The flight attendant promptly informed the first officer (FO) and the captain about the incident. The B flight attendant attempted to console the affected flight attendant and advised them to take pictures and file an incident report. The deployment of the slide resulted in an investigation and documentation of the event.",operational issues
1742475,Flight Crew,Flight Attendant,"The incident involved an aircraft departing with passenger data that did not match the actual seating arrangement due to a passenger changing seats. The cause was a lack of communication between the flight crew and the flight attendant. During boarding, the forward flight attendant had asked the Captain if a passenger could move from the aft to the front, receiving permission. However, there was no follow-up communication. After takeoff, the Captain realized the passenger had moved, leading to discrepancies in weight and balance data. The flight operations officer (FO) confirmed the move with the flight attendants. Post-landing, the flight attendant explained she hadn't realized the need to update the data. The proposed solution is for the Captain to brief the crew on the importance of accurate passenger data and communication, especially on low-load flights.",operational issues
1748223,Flight Attendant,Other,"The incident occurred during a flight when a smoke detector alarm was triggered in the aft galley. A flight attendant noticed the alarm and knocked on the aft lavatory door to check on the passenger inside. Upon opening the door, a plume of smoke or vapor emerged. The flight attendant questioned the passenger about the source of the smoke, explaining that smoking on an aircraft is a federal offense. The passenger claimed she was using an e-cigarette and was unaware that it was prohibited. The flight attendant conducted a thorough search of the lavatory, including the waste receptacle, shelves, toilet bowl, sink, and cupboard, but found no evidence of smoking paraphernalia or burning material. The passenger expressed surprise at the禁烟 policy, attributing her inability to detect the smell to her face mask, which she was wearing for COVID-19 protection. The flight attendant informed the captain about the incident, and the situation was resolved without further issues.",operational issues
1748573,Flight Attendant,Other,"The incident occurred when a Flight Attendant rearranged passengers to comply with COVID-19 guidelines, which led to a rapid sequence of events. During this process, the Flight Attendant failed to brief the emergency exit rows before the cabin door was closed, despite being reminded to do so. As a result, the briefing took place after the door was closed but before the safety demonstration, potentially deviating from standard procedures. The outcome highlighted the need for careful adherence to both passenger management and safety protocols during emergencies.",operational issues
1748574,Flight Attendant,Other,"The incident occurred during a flight when a flight attendant was assisting the purser with boarding procedures, including welcoming passengers and distributing hand sanitizer wipes. While en route to perform her exit row verification-briefing, a passenger from row 10 requested to move to an open seat in the same row instead of sitting in her assigned seat. The flight attendant instructed the passenger to remain seated and approached the purser to seek approval for the seat change. After accommodating the passenger's request, the flight attendant inadvertently bypassed her exit row briefing. Later, during her pre-flight preparations, the flight attendant realized she had not completed the exit row briefing. Upon reaching 10,000 feet and being cleared to move, she promptly returned to her exit row, apologized to the passenger, and conducted the required briefing. She acknowledged that the distraction caused by accommodating the passenger led to her oversight and assured the crew of her commitment to being more diligent in the future.",operational issues
1748952,Flight Attendant,Other,"During a flight, a passenger (referred to as Passenger X) did not comply with the COVID-19 mask-wearing requirements despite being instructed multiple times by crew members, including Flight Attendants B and C. After being reminded by another flight attendant (referred to as ""I""), Passenger X temporarily complied but continued to remove his mask throughout the flight. The flight attendant informed Passenger X that a supervisor would address the issue upon deplaning. Additionally, the pilots were notified to contact the supervisor to ensure the behavior did not persist on the next flight. The incident was reported by the flight attendant, and the passenger was reminded of the mask policy but did not receive immediate further action during the flight.",operational issues
1749667,Flight Attendant,Other,"The incident involved a conflict between a flight attendant and a passenger regarding the passenger's refusal to wear a face mask during the flight, despite multiple reminders. Initially, the passenger complied with the request to wear a mask but repeatedly removed it, including during the safety demonstration and while the aircraft was taxiing. The flight attendant escalated the issue by informing the flight deck, leading to the decision to return the aircraft to the gate. Upon arrival, the passenger was escorted off the plane, and the remaining passengers were apologized to. The flight resumed after the incident was resolved. The solution involved the removal of the non-compliant passenger and reassurance to other passengers about safety protocols.",operational issues
1751362,Flight Attendant,Other,"The incident occurred during a flight when a passenger (Passenger X) expressed dissatisfaction with the airline's COVID-19 policies. Passenger X was upset because a passenger in front of her had removed their mask while drinking coffee, which she perceived as a violation of mask-wearing rules. The flight attendant explained that it is permitted for passengers to lower their masks while eating or drinking. Despite this explanation, Passenger X remained confused and continued to express her concerns.

The flight attendant attempted to address Passenger X's frustration by explaining that the flight was weight-restricted, which limited their ability to accommodate seat changes. The attendant also had the Customer Service Supervisor intervene to assist in resolving the situation. However, after the aircraft took off, Passenger X became upset again when two gentlemen in another row (row Y) took their seats, which had been moved at the gate. Passenger X questioned why she could not move while the gentlemen could, despite the gate staff having already adjusted their seating.

During the interaction, Passenger X raised her voice and became increasingly confrontational, citing concerns about her dying father and her fear of COVID-19 exposure. The flight attendant reassured her that the situation was being monitored and that no policy violations were occurring, but Passenger X dismissed the attendant's statements, stating she was unhelpful and demanded the attendant's name. The attendant reported the incident to the authorities at the gate upon arrival. No explicit resolution to the situation was provided in the records.",operational issues
1751692,Flight Attendant,Other,"During a flight, a **Flight Attendant (FA)** reported an incident involving a passenger, referred to as Passenger X, who exhibited unusual behavior. Passenger X used the restroom a total of **nine times** within a span of **1.5 to 2 hours**, which raised concerns among the crew and other passengers. Upon entering the restroom, Passenger X was heard coughing heavily, to the point of gagging, which worried two other passengers. When asked about his condition, he initially claimed it was due to allergies but later stated he was not feeling well because he had not eaten breakfast. The FA provided snack bags to all passengers and kept a close eye on Passenger X throughout the flight. Additionally, Passenger X was repeatedly reminded to wear his mask properly. The FA noted that he was reading or digging through his bags, which may have contributed to the need for mask reminders. The FA informed the Pilot-in-Command (PIC) about the situation, and the PIC requested that the FA check if there was a way to take Passenger X's temperature. Since the crew did not have a thermometer, the PIC suggested contacting a customer service agent to meet the flight. After landing, the PIC instructed the FA to ask Passenger X to remain seated until all other passengers had deplaned, so that someone could speak with him privately. Passenger X complied but was visibly unhappy and removed his mask in frustration. After noticing the FA's surprise, he quickly put the mask back on. Passenger X was the last to deplane and was met by a customer service agent at the gate. The FA later reported that Passenger X had used the forward restroom immediately after boarding the plane, adding to the total of nine restroom visits. His behavior created disturbances and safety concerns during the flight.",operational issues
1752163,Flight Attendant,Maintenance,"An incident occurred when a flight attendant discovered the Emergency Locator Transmitter (ELT) in the OFF position during an equipment check, which should have been ARMED. The attendant notified the captain, who contacted Maintenance. Maintenance responded by advising the captain that the ELT could be turned on if needed, and the captain subsequently moved the switch to ARM after the attendant explained its operation. The ELT functioned correctly after a self-test. The incident raised concerns about the lack of awareness during pre-flight checks and the need for improved technical knowledge or quick reference resources among Maintenance and Flight Operations. Without the attendant's intervention, the ELT would have remained OFF, posing a potential safety risk.",operational issues
1752373,Flight Attendant,Other,"The incident began when a passenger refused to wear a face mask despite being requested by a Customer Service Agent (CSA) at the gate. The CSA informed the passenger that he could not fly without a mask, to which he initially agreed but subsequently did not comply. During the flight, the passenger continued to refuse, citing reasons such as not wanting to snack, despite being reminded multiple times by the flight attendant. The flight attendant confronted the passenger at least five times, emphasized the mask policy, and informed him that he was aware of it when purchasing the ticket. The passenger and his wife argued, leading the flight attendant to inform the captain. The captain contacted ZZZ1, marking the resolution of the incident.",operational issues
1752390,Flight Attendant,Other,"The incident occurred during the boarding process of a flight. A flight attendant, referred to as Flight Attendant A, noticed a passenger in seat XB who appeared to be potentially intoxicated. She requested another flight attendant (the user) to approach the passenger and assess the situation. Upon arrival, the passenger was agitated, slurring his speech, and had a noticeable smell of alcohol. He claimed to be fine but became upset when asked if he was intoxicated, stating he had only consumed one beer and did not consider himself drunk. Flight Attendant A and the user agreed that the passenger was intoxicated and that his behavior was disruptive. Flight Attendant A informed the captain, and the passenger was subsequently removed from the flight.",operational issues
1752533,Flight Crew,Flight Attendant,"An incident occurred during a flight operated by an air carrier, involving a conflict between the flight crew and a flight attendant. The flight crew, consisting of the Captain and First Officer, was preparing for departure from ZZZ to ZZZ1 under challenging weather conditions, anticipating a quick taxi. They completed their preflight checks and communicated with the flight attendants, who closed and locked the flight deck door. The crew initiated engine start and taxi procedures, conducting a before-takeoff checklist. During this process, the flight crew attempted to confirm the flight attendants' readiness but received unclear responses due to mask usage, leading to a possible misunderstanding. The crew proceeded with takeoff, which was uneventful, and the flight landed safely. Upon deplaning, a flight attendant informed the Captain about a passenger's mask noncompliance. The flight crew continued their journey without further issues. However, the following day, the flight crew was informed of their removal from the rest of the pairing due to the flight attendants not being properly seated for departure the previous day. The First Officer was unaware of any such issue until the removal was communicated. The incident stemmed from a communication障碍 due to mask usage, leading to a misunderstanding about the flight attendants' readiness. As a result, the flight crew was removed from subsequent duties.",operational issues
1752989,Flight Attendant,Other,"The incident involved a conflict between a flight attendant and three guests seated in seats XX, XY, and XZ. The guests expressed dissatisfaction with their assigned seats, which were arranged based on social distancing and weight and balance requirements. The flight attendant attempted to address their concerns, explaining that the seating arrangement was necessary for safety reasons. Despite offering compensation for an earlier flight cancellation, the guests continued to express frustration and were described as being rude. The flight attendant reported the situation, highlighting the guests' ongoing dissatisfaction. No further resolution was documented.",operational issues
1753506,Flight Attendant,Other,"The incident involved a flight attendant and a deadheading pilot. The pilot, seated in the passenger section, did not wear a face mask properly throughout the flight. The flight attendant intervened, asking the pilot to comply. Initially, the pilot reacted with a concerned look but eventually put on the mask. The flight attendant expressed frustration about enforcing the policy on company employees and suggested that the pilot should be reminded of the rules and warned about potential penalties for non-compliance. A flight attendant reported an incident where a deadheading pilot did not adhere to the face mask policy. The attendant had to intervene, and the pilot complied after initially appearing concerned. The attendant highlighted their discomfort in enforcing the policy on fellow employees and proposed that the pilot be informed of the rules and potentially warned about losing benefits for non-compliance.",operational issues
1753511,Flight Attendant,Other,"An incident occurred on a flight involving a flight attendant (Party1) and a mother with two young children (Party2) regarding the mandatory use of face masks. The conflict arose when the mother and her children were found not wearing face masks, despite the flight's policy requiring all passengers to do so throughout the journey. The mother initially claimed she was unaware of the mask policy and cited a medical condition as a reason for non-compliance. The flight attendant provided masks from the galley, but the mother repeatedly refused to comply, arguing that her child kept breaking the mask. The attendant explained the policy, the importance of safety, and the potential consequences of non-compliance, such as the flight being delayed. The mother also mentioned she wasn't informed at the gate, to which the attendant explained the procedure for medical exemptions. Despite these discussions, the mother continued to refuse, leading the flight attendant to inform the captain, who made a public announcement about the mask policy. The mother's resistance persisted, with her son eventually stating he found the mask enjoyable, while she loudly disagreed. The mother's refusal to comply with the mask policy led to the incident being reported. The flight completed its journey, but the mother's actions highlighted a compliance issue that the crew had to address during the flight.",operational issues
1754082,Flight Attendant,Flight Attendant,"The incident occurred between two flight attendants (FA1 and FA2) during a flight. FA1 locked the lavatory and blocked the jumpseat area with a curtain, citing discomfort near passengers. FA2 objected, explaining that such measures were only justified for wheelchair passengers. FA1 contacted the captain, attributing the issue to FA2. Despite FA2 informing the captain, FA1 persisted. FA2 suggested that if FA1 felt unsafe, he should not be there, emphasizing the need to ensure passenger comfort. The situation remained unresolved, with no proposed solution, highlighting the conflict over passenger access and crew comfort.",operational issues
1754493,Flight Attendant,Flight Crew,"The incident occurred during the safety demonstration when a deadheading pilot abruptly left his seat, pushing the flight attendant aside to use the lavatory. The pilot exhibited signs of distress, with a flushed face, watery eyes, and severe coughing. Upon noticing this, the flight attendant informed the captain, who instructed her that no action would be taken unless the pilot removed his mask. The pilot remained in the lavatory throughout the demonstration. Faced with the situation, the flight attendant felt compelled to halt the safety demonstration to prioritize passenger safety, despite the captain's stance, as stopping the demo was her responsibility to ensure everyone's well-being.",operational issues
1754500,Flight Attendant,Other,"The incident began when a passenger moved to an exit row seat without proper briefing, leading to a series of actions that drew attention from the flight crew. The process involved the flight attendant addressing the passenger's movement, confiscating an open beer, and issuing a mask warning. The passenger's inappropriate comments were reported by other passengers post-flight. The result included confiscation of the beer, a mask warning, and subsequent reports of the passenger's behavior, with no signs of intoxication observed. The flight crew handled the situation by monitoring the passenger and ensuring compliance with safety regulations.",operational issues
1754702,Flight Attendant,Flight Attendant,"The incident involved a conflict between two flight attendants (FA A and FA B) during the boarding and pre-flight preparation process. The conflict arose due to discrepancies in their communication and adherence to established procedures. FA A restricted passengers from using the forward galley during boarding, causing congestion and delays. FA B attempted to manage the boarding process at the 1L door but was hindered by FA A's actions, leading to a slower boarding procedure. After boarding was underway, FA A prematurely closed the boarding door and armed the doors without ensuring all bags and overhead bins were secured. When FA C, another flight attendant, attempted to address this by making an All Call, FA A hung up the phone and failed to complete the required COVID-19/mask announcement. FA A admitted to knowing that another flight attendant would have to make the announcement, as she was not going to do so. This resulted in confusion and a potentially hazardous situation, as the flight deck door was closed, creating the impression that the cabin was ready for takeoff when it was not. The incident concluded with FA A's alleged procedural violations and communication issues being brought to light, necessitating corrective action, such as addressing the FARs and procedures she may have violated. The situation created a chaotic and unsafe environment for both passengers and crew.",operational issues
1755324,Flight Crew,Flight Attendant,"The incident occurred on flight ABCD between ZZZ and ZZZ1. The flight attendant noticed the lavatory sink had no water and informed the captain, who decided to depart as scheduled, assuming the water tank was empty and couldn't be refilled at the outstation. However, upon arrival, ground operations had refilled the water, but the sink remained inoperative, causing a delay in the next flight. The captain later regretted not following standard procedures, particularly due to COVID-19 considerations. The solution emphasized adhering to SOPs to prevent similar issues.",operational issues
1755878,Flight Attendant,Other,"The incident involved a flight attendant and a passenger on board a flight. During the final descent, the flight attendant noticed that the passenger in seat XX1 was not wearing a face mask, had his seatbelt unfastened, and had his seat reclined. The flight attendant politely requested compliance with the mask policy and instructed the passenger to prepare for landing by buckling his seatbelt and adjusting his seat to an upright position. The passenger refused, shaking his head, putting his fingers in his ears, and repeatedly saying, ""No, I am not going to wear my mask right now."" Despite the flight attendant's repeated requests, the passenger ignored her instructions. The passenger's flightmate intervened, urging him to comply with the seatbelt and seat position requirements. The passenger, however, continued to refuse, stating he would not wear his seatbelt and wanted to go to the bathroom. The flight attendant asked the flightmate if the passenger was okay, to which she responded, ""Yes,"" but then firmly instructed the passenger to buckle his seatbelt and adjust his seat. The passenger eventually complied with the seatbelt and seat position but verbally refused to wear the mask. The flight attendant then requested the flightmate's assistance in persuading the passenger to put on his mask, explaining that refusal to comply with the mask policy could result in the passenger being banned from flying. Despite these efforts, the passenger persisted in his refusal. The flight attendant informed both passengers that the Captain and Gate Agent would be notified of the passenger's refusal to comply with the mask policy, and appropriate actions would be taken. Upon arrival, the Gate Agent spoke to the passenger, who refused to engage in conversation. The flightmate, however, stated that the passenger refused to wear the mask because he ""couldn't hear"" and was ""sleeping."" These claims were later determined to be untrue. The incident resulted in the passenger's refusal to comply with the mask policy, leading to potential consequences such as being banned from future flights. No resolution was explicitly mentioned, but it is implied that the passenger's actions would be addressed by the authorities.",operational issues
1756195,Flight Crew,Flight Attendant,"The incident involved a CRJ-200 aircraft experiencing difficulty in cooling its cabin before departure. The captain reported that the aircraft had been parked on the ground for over 10 hours in high temperatures, with the cabin temperature reaching 38°C (101°F). The captain made multiple requests to ground personnel to connect external cooling systems, but these were delayed. Despite starting the Auxiliary Power Unit (APU) and opening overhead gaspers to circulate air, the cabin remained warm. Approximately 30 minutes after the captain initially requested external air, a ramp agent connected the external cooling system. At the scheduled boarding time, the cabin temperature had decreased to 36°C (96.8°F), and the flight attendant felt comfortable boarding. The flight departed on time, but the flight attendant later expressed discomfort due to the high cabin temperature, which she believed impaired her ability to focus on her duties. The incident highlighted the challenges of cooling aircraft parked for extended periods in high temperatures and the need for improved communication and response protocols between flight crews and ground personnel to address such issues promptly. The captain suggested that a system should be in place to ensure external cooling is connected well in advance of departure, particularly for aircraft like the CRJ-200, which are more susceptible to heat-related comfort issues.",operational issues
1757249,Flight Attendant,Flight Crew,"The incident began when a passenger, Mr. A, refused to comply with the face mask policy during the flight preparation. He disregarded the policy and continued using his phone, becoming loud and aggressive towards the flight attendant. The flight attendant sought the captain's support but received a questioning response, feeling unsupported. As a result, she instructed the crew to avoid confronting Mr. A to prevent further issues. Despite these efforts, Mr. A did not wear his mask during the flight. The flight attendant reported the situation, highlighting Mr. A's non-compliance.",operational issues
1757580,Flight Attendant,Other,"The incident occurred on Aircraft X during a flight when passengers removed their face masks immediately after boarding and drank water throughout the flight, violating the face mask policy. The flight attendant, Party1, observed this behavior but initially chose not to intervene. However, during the cabin preparation for landing, which was expedited due to anticipated turbulence, the flight attendant noticed one passenger had moved seats to sit with a friend. She was concerned about approaching the passenger safely, given the proximity to landing. The flight attendant sought advice on how to handle passengers who refuse to comply with mask policies.",operational issues
1757896,Flight Attendant,Other,"The flight attendant was distracted due to a 1-hour and 15-minute delay, followed by an aircraft swap, leading to a rushed departure preparation. While preparing for the flight, the attendant focused on COVID-related announcements, mistakenly using an outdated safety demonstration instead of the current one. The error was reported, highlighting the need for crew efficiency under time constraints. No specific solution was proposed in the documentation.",operational issues
